#950 M-BGP deployment cases by Hurricane Electric (AS6939) identified before 20200510.
#Format: 
#border router|peeringASN,<neighbor address list by show ip bgp summary (separated by comma)>|prefix,<Next-hop list by show ip bgp route detail (separated by comma)>
hkg1|15133,36.255.56.59,103.203.158.110,103.247.139.52|152.195.186.0/24,103.203.158.110,36.255.56.59
hkg1|15169,36.255.56.12,103.203.158.50,103.247.139.57,123.255.91.10|74.125.70.0/24,103.203.158.50,36.255.56.12,123.255.91.10
hkg1|16509,36.255.56.37,36.255.56.197,103.247.139.10|54.239.129.0/24,36.255.56.197,36.255.56.37,103.247.139.10
hkg1|17676,103.203.158.96,103.203.158.97|100.42.26.0/24,103.203.158.96,103.203.158.97
hkg1|17819,36.255.56.252,123.255.91.168|27.111.169.0/24,36.255.56.252,123.255.91.168
hkg1|18403,36.255.56.85,103.203.158.58,123.255.90.252|1.52.33.0/24,103.203.158.58,36.255.56.85
hkg1|199524,36.255.56.162,123.255.91.99|45.135.231.0/24,123.255.91.99,36.255.56.162
hkg1|22822,36.255.56.1,103.247.139.49,123.255.91.92|69.28.180.0/24,123.255.91.92,103.247.139.49,36.255.56.1
hkg1|23881,123.255.90.65,123.255.90.253,123.255.91.31|203.90.227.0/24,123.255.90.253,123.255.90.65
hkg1|2635,36.255.56.43,123.255.90.71|198.181.117.0/24,36.255.56.43,123.255.90.71
hkg1|32590,36.255.56.72,123.255.90.17|155.133.244.0/24,123.255.90.17,36.255.56.72
hkg1|32787,36.255.56.140,123.255.91.26|27.105.82.0/24,123.255.91.26,36.255.56.140
hkg1|3786,36.255.57.2,123.255.90.240|1.208.2.0/24,123.255.90.240,36.255.57.2
hkg1|38001,36.255.56.60,123.255.90.188|45.119.202.0/24,123.255.90.188,36.255.56.60
hkg1|38082,36.255.56.20,123.255.91.29|27.123.17.0/24,123.255.91.29,36.255.56.20
hkg1|38195,36.255.56.188,123.255.91.207|27.122.112.0/24,36.255.56.188,123.255.91.207
hkg1|4058,123.255.90.115,123.255.91.87|210.184.26.0/24,123.255.90.115,123.255.91.87
hkg1|44444,36.255.56.39,123.255.91.140|116.50.57.0/24,36.255.56.39,123.255.91.140
hkg1|45102,36.255.56.114,103.203.158.53,123.255.91.47|45.158.183.0/24,103.203.158.53,36.255.56.114,123.255.91.47
hkg1|45932,123.255.91.84,210.184.127.45|43.243.251.0/24,210.184.127.45,123.255.91.84
hkg1|46489,36.255.56.118,36.255.56.119,123.255.90.46,123.255.90.47|192.108.239.0/24,123.255.90.47,123.255.90.46,36.255.56.118,36.255.56.119
hkg1|47254,36.255.56.106,36.255.56.181|159.117.206.0/24,36.255.56.106,36.255.56.181
hkg1|4760,123.255.90.148,123.255.91.16,123.255.91.25,123.255.91.68|42.200.2.0/24,123.255.90.148,123.255.91.68
hkg1|54113,36.255.56.96,36.255.56.101|23.235.37.0/24,36.255.56.101,36.255.56.96
hkg1|54994,36.255.56.165,123.255.90.43,123.255.90.147,123.255.90.150,123.255.90.186|45.116.83.0/24,36.255.56.165,123.255.90.43
hkg1|55967,36.255.56.97,36.255.56.98,123.255.90.131|180.76.6.0/24,123.255.90.131,36.255.56.98,36.255.56.97
hkg1|58451,123.255.90.118,123.255.90.135,210.184.127.47|103.6.192.0/24,123.255.90.135,210.184.127.47
hkg1|58779,103.247.139.32,123.255.90.74,123.255.90.162|122.10.166.0/24,123.255.90.74,103.247.139.32
hkg1|63631,36.255.56.203,123.255.90.59|119.161.155.0/24,123.255.90.59,36.255.56.203
hkg1|64096,36.255.56.145,123.255.90.76|43.228.183.0/24,36.255.56.145,123.255.90.76
hkg1|714,36.255.56.107,36.255.56.207|17.84.198.0/24,36.255.56.107,36.255.56.207
hkg1|7540,123.255.91.244,123.255.91.246|117.18.96.0/24,123.255.91.246,123.255.91.244
hkg1|7552,36.255.56.5,36.255.56.34,123.255.90.237|27.64.242.0/24,36.255.56.34,36.255.56.5
hkg1|7713,36.255.56.45,103.203.158.95,123.255.90.195|36.91.202.0/24,103.203.158.95,123.255.90.195
hkg1|8075,36.255.56.4,103.203.158.102,103.247.139.28,123.255.91.120|208.84.1.0/24,103.247.139.28,103.203.158.102,36.255.56.4
hkg1|8966,36.255.56.134,123.255.90.103|5.195.223.0/24,123.255.90.103,36.255.56.134
hkg1|9231,123.255.90.191,123.255.90.192|203.142.98.0/24,123.255.90.192,123.255.90.191
hkg1|9269,36.255.56.17,103.247.139.9,123.255.91.34,123.255.91.81|203.80.97.0/24,123.255.91.81,36.255.56.17,123.255.91.34,103.247.139.9
hkg1|9304,36.255.56.16,103.247.139.39,123.255.90.140,123.255.90.193,123.255.91.101|118.143.34.0/24,103.247.139.39,123.255.91.101,123.255.90.193,123.255.90.140
hkg1|9505,36.255.56.66,123.255.91.131|175.41.48.0/24,123.255.91.131,36.255.56.66
hkg1|9658,36.255.56.161,123.255.91.80,123.255.91.145|203.167.98.0/24,123.255.91.80,36.255.56.161
hkg1|9729,210.184.127.1,210.184.127.2,210.184.127.5|210.184.199.0/24,210.184.127.1,210.184.127.5,210.184.127.2
jnb1|13335,196.60.8.198,196.223.14.109|8.36.216.0/24,196.223.14.109,196.60.8.198
jnb1|137922,196.60.8.101,196.60.9.224|136.228.223.0/24,196.60.8.101,196.60.9.224
jnb1|15169,196.60.8.166,196.60.9.113,196.223.14.41|8.8.8.0/24,196.60.8.166,196.223.14.41
jnb1|16509,196.60.9.105,196.60.9.110|99.83.250.0/24,196.60.9.105,196.60.9.110
jnb1|199524,196.60.9.188,196.60.9.192|92.223.100.0/24,196.60.9.188,196.60.9.192
jnb1|22355,196.60.9.32,196.60.9.33|41.206.213.0/24,196.60.9.33,196.60.9.32
jnb1|27471,196.60.9.159,196.60.9.193|148.64.24.0/24,196.60.9.159,196.60.9.193
jnb1|32437,196.60.9.101,196.223.14.121|41.223.245.0/24,196.60.9.101,196.223.14.121
jnb1|32590,196.60.9.21,196.60.9.22|155.133.238.0/24,196.60.9.22,196.60.9.21
jnb1|327693,196.60.8.153,196.60.9.220,196.60.9.221|102.67.183.0/24,196.60.9.221,196.60.9.220
jnb1|327811,196.60.8.119,196.60.8.121|196.13.106.0/24,196.60.8.119,196.60.8.121
jnb1|327813,196.60.8.176,196.223.14.139|102.68.80.0/24,196.223.14.139,196.60.8.176
jnb1|327824,196.60.8.96,196.60.8.122|154.118.252.0/24,196.60.8.96,196.60.8.122
jnb1|327880,196.60.8.14,196.60.8.104|169.255.195.0/24,196.60.8.104,196.60.8.14
jnb1|327962,196.60.8.82,196.223.14.126|169.239.176.0/24,196.223.14.126,196.60.8.82
jnb1|328112,196.60.9.43,196.223.14.74|45.220.59.0/24,196.60.9.43,196.223.14.74
jnb1|328145,196.60.9.28,196.223.14.19|156.38.1.0/24,196.223.14.19,196.60.9.28
jnb1|328267,196.60.9.93,196.60.9.94|160.238.48.0/24,196.60.9.93,196.60.9.94
jnb1|328317,196.60.9.122,196.223.14.144,196.223.14.244|102.22.206.0/24,196.60.9.122,196.223.14.144,196.223.14.244
jnb1|328366,196.60.8.250,196.223.14.93|41.79.215.0/24,196.223.14.93,196.60.8.250
jnb1|33764,196.223.14.60,196.223.14.160|196.2.3.0/24,196.223.14.60,196.223.14.160
jnb1|36994,196.60.8.195,196.60.9.195|41.0.5.0/24,196.60.8.195,196.60.9.195
jnb1|37028,196.60.8.173,196.60.8.174|41.183.0.0/24,196.60.8.173,196.60.8.174
jnb1|37153,196.60.9.23,196.60.9.24,196.223.14.98,196.223.14.99|102.130.113.0/24,196.223.14.99,196.60.9.24,196.60.9.23,196.223.14.98
jnb1|37157,196.60.8.117,196.223.14.53|41.78.36.0/24,196.60.8.117,196.223.14.53
jnb1|37179,196.60.8.135,196.60.8.157|196.6.243.0/24,196.60.8.135,196.60.8.157
jnb1|37254,196.60.8.181,196.60.9.181|41.76.217.0/24,196.60.9.181,196.60.8.181
jnb1|37314,196.60.8.156,196.60.8.164,196.223.14.112|41.79.20.0/24,196.60.8.156,196.223.14.112,196.60.8.164
jnb1|37356,196.60.8.209,196.60.9.10,196.223.14.75|196.11.63.0/24,196.60.9.10,196.60.8.209,196.223.14.75
jnb1|37412,196.60.9.117,196.60.9.118|41.79.182.0/24,196.60.9.117,196.60.9.118
jnb1|42,196.60.9.182,196.223.14.16|65.22.4.0/24,196.223.14.16,196.60.9.182
jnb1|44444,196.60.8.150,196.223.14.78|85.115.36.0/24,196.223.14.78,196.60.8.150
jnb1|49362,196.60.9.49,196.60.9.50|196.4.68.0/24,196.60.9.50,196.60.9.49
jnb1|49544,196.60.8.6,196.223.14.134|185.179.201.0/24,196.223.14.134,196.60.8.6
jnb1|54113,196.60.8.13,196.60.9.103|23.235.45.0/24,196.60.9.103,196.60.8.13
jnb1|61317,196.60.9.61,196.223.14.97|95.142.113.0/24,196.60.9.61,196.223.14.97
jnb1|7020,196.60.8.167,196.223.14.40|165.233.252.0/24,196.60.8.167,196.223.14.40
jnb1|714,196.60.9.161,196.60.9.162|17.253.207.0/24,196.60.9.161,196.60.9.162
jnb1|8075,196.60.8.133,196.60.9.133|52.96.38.0/24,196.60.9.133,196.60.8.133
jnb1|8674,196.60.9.160,196.223.14.27|194.146.106.0/24,196.223.14.27,196.60.9.160
kbp1|13335,185.1.50.68,185.1.62.76,193.25.181.201|8.42.51.0/24,185.1.50.68,193.25.181.201,185.1.62.76
kbp1|15169,185.1.51.166,193.25.180.164|74.125.71.0/24,193.25.180.164,185.1.51.166
kbp1|29107,185.1.50.125,185.1.62.64,193.25.180.46|194.0.90.0/24,185.1.50.125,193.25.180.46
kbp1|41119,185.1.63.100,193.25.180.75|93.170.219.0/24,185.1.63.100,193.25.180.75
kbp1|43727,185.1.62.66,193.25.181.78|5.187.65.0/24,193.25.181.78,185.1.62.66
kbp1|50579,185.1.62.86,193.25.180.38|195.189.214.0/24,193.25.180.38,185.1.62.86
kbp1|6876,185.1.50.41,185.1.62.28,193.25.180.143|95.46.107.0/24,185.1.62.28,193.25.180.143,185.1.50.41
lax1|10310,198.32.146.28,198.32.146.38,206.223.123.16|68.180.160.0/24,198.32.146.28,198.32.146.38,206.223.123.16
lax1|12989,206.223.123.38,206.223.123.75|64.145.93.0/24,206.223.123.75,206.223.123.38
lax1|13335,198.32.146.195,206.53.172.7,206.223.123.156|8.9.230.0/24,198.32.146.195,206.223.123.156,206.53.172.7
lax1|13414,206.53.172.25,206.223.123.144,206.223.123.177|69.195.189.0/24,206.223.123.144,206.223.123.177,206.53.172.25
lax1|19151,198.32.146.59,206.223.123.59|68.235.51.0/24,206.223.123.59,198.32.146.59
lax1|22822,198.32.146.64,206.223.123.123|208.111.184.0/24,198.32.146.64,206.223.123.123
lax1|27224,206.223.123.12,206.223.123.13|198.32.108.0/24,206.223.123.13,206.223.123.12
lax1|42,206.53.172.17,206.223.123.110|70.40.1.0/24,206.223.123.110,206.53.172.17
lax1|46489,206.223.123.47,206.223.123.247|192.108.239.0/24,206.223.123.47,206.223.123.247
lax1|54113,206.223.123.31,206.223.123.40|23.235.37.0/24,206.223.123.40,206.223.123.31
lax1|8075,206.53.172.12,206.223.123.17|52.96.38.0/24,206.53.172.12,206.223.123.17
lax1|9318,206.223.123.8,206.223.123.116|125.61.95.0/24,206.223.123.116,206.223.123.8
lax2|10310,206.72.210.195,206.72.211.120|68.180.160.0/24,206.72.211.120,206.72.210.195
lax2|12989,206.72.210.113,206.72.211.80|64.145.65.0/24,206.72.210.113,206.72.211.80
lax2|18403,206.72.211.73,206.72.211.74|1.52.30.0/24,206.72.211.74,206.72.211.73
lax2|200981,206.72.211.155,206.72.211.156|185.89.206.0/24,206.72.211.156,206.72.211.155
lax2|22616,206.72.211.39,206.72.211.40|165.225.55.0/24,206.72.211.39,206.72.211.40
lax2|2635,206.72.210.145,206.72.211.81|198.181.117.0/24,206.72.210.145,206.72.211.81
lax2|26803,206.72.210.57,206.72.210.69|64.118.164.0/24,206.72.210.57,206.72.210.69
lax2|46489,206.72.210.165,206.72.211.48|192.108.239.0/24,206.72.211.48,206.72.210.165
lax2|47254,206.72.211.166,206.72.211.176|66.205.231.0/24,206.72.211.166,206.72.211.176
lax2|54113,206.72.211.174,206.72.211.175|23.235.36.0/24,206.72.211.175,206.72.211.174
lax2|714,206.72.210.139,206.72.211.35|17.84.199.0/24,206.72.210.139,206.72.211.35
lax2|9009,206.72.211.210,206.72.211.234|37.120.150.0/24,206.72.211.234,206.72.211.210
lon2|10310,195.66.224.115,195.66.224.129|87.248.104.0/24,195.66.224.115,195.66.224.129
lon2|12576,195.66.225.252,195.66.225.253|194.36.212.0/24,195.66.225.252,195.66.225.253
lon2|1267,195.66.225.65,195.66.226.177|192.94.212.0/24,195.66.225.65,195.66.226.177
lon2|13037,195.66.224.158,195.66.227.74|88.98.21.0/24,195.66.224.158,195.66.227.74
lon2|13213,195.66.224.19,195.66.226.9|82.163.77.0/24,195.66.226.9,195.66.224.19
lon2|20860,195.66.224.207,195.66.226.230|31.24.32.0/24,195.66.226.230,195.66.224.207
lon2|22822,195.66.224.122,195.66.224.133|69.28.143.0/24,195.66.224.122,195.66.224.133
lon2|29017,185.1.104.54,195.66.224.141|193.227.111.0/24,195.66.224.141,185.1.104.54
lon2|35228,195.66.224.232,195.66.225.189,195.66.227.153,195.66.227.169|87.194.90.0/24,195.66.225.189,195.66.224.232
lon2|39386,195.66.224.123,195.66.226.250|84.235.95.0/24,195.66.226.250,195.66.224.123
lon2|45102,195.66.225.79,195.66.227.152|161.117.127.0/24,195.66.227.152,195.66.225.79
lon2|46489,195.66.225.25,195.66.225.174|23.160.0.0/24,195.66.225.174,195.66.225.25
lon2|47638,185.1.104.60,195.66.225.169|91.237.197.0/24,195.66.225.169,185.1.104.60
lon2|60800,185.1.104.48,195.66.227.84|91.210.101.0/24,185.1.104.48,195.66.227.84
lon2|62044,195.66.226.170,195.66.226.190|165.225.82.0/24,195.66.226.190,195.66.226.170
lon2|62955,185.1.104.43,195.66.227.75|8.42.123.0/24,195.66.227.75,185.1.104.43
lon2|64049,195.66.225.188,195.66.226.133|49.45.5.0/24,195.66.225.188,195.66.226.133
lon2|6667,185.1.104.21,195.66.224.114|192.175.45.0/24,195.66.224.114,185.1.104.21
lon2|6774,195.66.224.128,195.66.225.97|213.137.139.0/24,195.66.225.97,195.66.224.128
lon2|6908,185.1.104.71,195.66.225.32|91.199.24.0/24,195.66.225.32,185.1.104.71
lon2|714,185.1.104.30,185.1.104.31,195.66.226.145,195.66.226.146,195.66.226.147,195.66.226.148|17.84.199.0/24,185.1.104.30,185.1.104.31
lon2|9116,195.66.225.114,195.66.226.60|212.68.136.0/24,195.66.225.114,195.66.226.60
lux1|56665,188.93.170.20,188.93.171.20|31.204.88.0/24,188.93.171.20,188.93.170.20
lux1|8632,188.93.170.18,188.93.171.18|192.160.22.0/24,188.93.171.18,188.93.170.18
man1|15830,185.1.101.1,185.1.101.2,195.66.244.18|62.216.246.0/24,185.1.101.2,185.1.101.1
man1|203568,185.1.101.36,195.66.244.101|185.130.156.0/24,195.66.244.101,185.1.101.36
man1|54113,195.66.244.125,195.66.244.135|23.235.37.0/24,195.66.244.135,195.66.244.125
man1|714,185.1.101.24,185.1.101.25,195.66.244.79|17.84.208.0/24,185.1.101.24,185.1.101.25
man1|8075,195.66.244.82,195.66.244.116|52.96.38.0/24,195.66.244.82,195.66.244.116
mci3|8560,206.51.7.2,206.51.7.58|46.242.149.0/24,206.51.7.58,206.51.7.2
mia1|10310,198.32.242.115,198.32.243.174,206.41.108.22,206.41.108.84|68.180.160.0/24,198.32.243.174,206.41.108.22,198.32.242.115,206.41.108.84
mia1|13030,198.32.242.169,206.41.108.28|91.198.154.0/24,198.32.242.169,206.41.108.28
mia1|13335,198.32.243.60,206.41.108.18|8.9.231.0/24,198.32.243.60,206.41.108.18
mia1|13414,198.32.243.67,198.32.243.114|69.195.190.0/24,198.32.243.67,198.32.243.114
mia1|15169,198.32.242.133,206.41.108.12|8.8.4.0/24,206.41.108.12,198.32.242.133
mia1|1916,198.32.243.84,206.41.108.51|200.17.4.0/24,198.32.243.84,206.41.108.51
mia1|199524,198.32.243.133,206.41.108.115|92.38.145.0/24,198.32.243.133,206.41.108.115
mia1|22356,198.32.242.175,206.41.108.42|201.76.201.0/24,198.32.242.175,206.41.108.42
mia1|22822,198.32.242.145,206.41.108.29|68.142.127.0/24,198.32.242.145,206.41.108.29
mia1|23089,198.32.243.89,206.41.108.45,206.41.108.131,206.41.108.132,206.41.108.135|8.31.1.0/24,206.41.108.45,206.41.108.135,198.32.243.89,206.41.108.131
mia1|23114,198.32.242.237,206.41.108.47|209.91.216.0/24,206.41.108.47,198.32.242.237
mia1|23393,198.32.243.119,206.41.108.32|199.167.65.0/24,198.32.243.119,206.41.108.32
mia1|23520,198.32.242.179,198.32.242.208|63.245.2.0/24,198.32.242.179,198.32.242.208
mia1|2635,198.32.243.144,206.41.108.90|198.181.117.0/24,198.32.243.144,206.41.108.90
mia1|27471,206.41.108.98,206.41.108.99|168.149.138.0/24,206.41.108.99,206.41.108.98
mia1|27589,198.32.242.159,206.41.108.34|199.59.94.0/24,206.41.108.34,198.32.242.159
mia1|286,198.32.242.196,206.41.108.55|62.41.160.0/24,206.41.108.55,198.32.242.196
mia1|32787,198.32.243.207,206.41.108.27|62.172.140.0/24,206.41.108.27,198.32.243.207
mia1|33132,198.32.242.213,206.41.108.40|204.238.236.0/24,198.32.242.213,206.41.108.40
mia1|33182,198.32.243.68,206.41.108.89|5.226.173.0/24,206.41.108.89,198.32.243.68
mia1|33724,198.32.242.250,206.41.108.38|8.6.240.0/24,206.41.108.38,198.32.242.250
mia1|36640,198.32.243.210,198.32.243.211|204.2.21.0/24,198.32.243.210,198.32.243.211
mia1|44444,198.32.243.85,206.41.108.19|157.167.12.0/24,198.32.243.85,206.41.108.19
mia1|46489,206.41.108.57,206.41.108.58|192.108.239.0/24,206.41.108.58,206.41.108.57
mia1|54113,198.32.243.198,198.32.243.199,206.41.108.75,206.41.108.76|157.52.78.0/24,198.32.243.199,198.32.243.198,206.41.108.76,206.41.108.75
mia1|6057,198.32.242.222,198.32.243.78|2.22.28.0/24,198.32.242.222,198.32.243.78
mia1|62955,198.32.243.239,206.41.108.117|8.42.123.0/24,206.41.108.117,198.32.243.239
mia1|714,198.32.243.99,198.32.243.152|17.84.208.0/24,198.32.243.152,198.32.243.99
mia1|8075,198.32.242.188,198.32.242.189,206.41.108.25|40.66.166.0/24,198.32.242.189,198.32.242.188,206.41.108.25
mil2|10310,217.29.67.28,217.29.67.29|87.248.106.0/24,217.29.67.29,217.29.67.28
mil2|12637,185.1.114.2,217.29.66.86|217.168.231.0/24,217.29.66.86,185.1.114.2
mil2|1267,217.29.66.9,217.29.66.179|192.94.212.0/24,217.29.66.179,217.29.66.9
mil2|13335,185.1.114.25,217.29.66.167|8.41.39.0/24,185.1.114.25,217.29.66.167
mil2|15169,194.116.96.60,217.29.66.96|8.8.4.0/24,217.29.66.96,194.116.96.60
mil2|196983,194.116.96.69,217.29.66.135|193.105.228.0/24,217.29.66.135,194.116.96.69
mil2|201950,185.1.114.40,217.29.67.12|188.65.86.0/24,217.29.67.12,185.1.114.40
mil2|22822,194.116.96.66,217.29.66.61,217.29.66.143|208.111.184.0/24,194.116.96.66,217.29.66.61
mil2|26415,194.116.96.46,217.29.66.20|192.58.128.0/24,217.29.66.20,194.116.96.46
mil2|28929,95.140.128.19,95.140.129.19,194.116.96.153,194.116.96.155|195.47.199.0/24,95.140.128.19,194.116.96.153
mil2|31263,185.1.114.65,185.1.114.67|195.182.241.0/24,185.1.114.67,185.1.114.65
mil2|31638,95.140.128.41,217.29.66.129|185.77.161.0/24,95.140.128.41,217.29.66.129
mil2|33438,217.29.66.232,217.29.67.33|81.171.108.0/24,217.29.66.232,217.29.67.33
mil2|39120,217.29.66.157,217.29.66.236|89.189.54.0/24,217.29.66.157,217.29.66.236
mil2|44444,194.116.96.53,217.29.66.126|85.115.39.0/24,194.116.96.53,217.29.66.126
mil2|49289,194.116.96.152,217.29.66.181|45.81.64.0/24,194.116.96.152,217.29.66.181
mil2|51185,217.29.66.102,217.29.67.96|178.248.50.0/24,217.29.67.96,217.29.66.102
mil2|54113,217.29.67.77,217.29.67.78|23.235.33.0/24,217.29.67.78,217.29.67.77
mil2|60772,217.29.66.144,217.29.66.173|77.94.64.0/24,217.29.66.173,217.29.66.144
mil2|62044,217.29.66.206,217.29.66.207|165.225.86.0/24,217.29.66.206,217.29.66.207
mil2|8075,194.116.96.88,217.29.66.112,217.29.66.212|40.66.166.0/24,194.116.96.88,217.29.66.112
mil2|8220,194.116.96.3,217.29.66.68|37.34.68.0/24,217.29.66.68,194.116.96.3
mil2|8816,185.1.114.3,217.29.66.62|46.254.176.0/24,217.29.66.62,185.1.114.3
mrs1|10310,37.49.232.52,37.49.232.53,185.1.47.54,185.1.47.55|87.248.107.0/24,37.49.232.52,37.49.232.53
mrs1|13335,37.49.232.29,185.1.47.4|8.41.6.0/24,185.1.47.4,37.49.232.29
mrs1|15169,37.49.232.5,185.1.47.3|8.8.8.0/24,37.49.232.5,185.1.47.3
mrs1|22822,37.49.232.34,185.1.47.28|69.28.143.0/24,37.49.232.34,185.1.47.28
mrs1|3303,37.49.232.48,185.1.47.36|91.209.158.0/24,37.49.232.48,185.1.47.36
mrs1|37100,37.49.232.10,185.1.47.6|196.6.172.0/24,37.49.232.10,185.1.47.6
mrs1|39405,37.49.232.6,185.1.47.18|193.84.73.0/24,37.49.232.6,185.1.47.18
mrs1|42,37.49.232.61,185.1.47.42|65.22.4.0/24,185.1.47.42,37.49.232.61
mrs1|62955,37.49.232.58,185.1.47.51|8.42.123.0/24,185.1.47.51,37.49.232.58
mrs1|8075,37.49.232.14,185.1.47.13|40.66.166.0/24,37.49.232.14,185.1.47.13
mrs1|8966,37.49.232.54,185.1.47.61|5.195.208.0/24,37.49.232.54,185.1.47.61
msp1|10310,206.108.255.58,206.108.255.59|68.142.248.0/24,206.108.255.59,206.108.255.58
msp1|54113,206.108.255.72,206.108.255.73|23.235.37.0/24,206.108.255.73,206.108.255.72
nyc4|10310,198.32.118.24,198.32.118.224|68.180.160.0/24,198.32.118.24,198.32.118.224
nyc4|14630,198.32.118.49,198.32.118.194|8.39.174.0/24,198.32.118.194,198.32.118.49
nyc4|16509,198.32.118.102,198.32.118.208|99.83.255.0/24,198.32.118.208,198.32.118.102
nyc4|200981,198.32.118.219,198.32.118.220|185.89.204.0/24,198.32.118.219,198.32.118.220
nyc4|22616,198.32.118.225,198.32.118.226|165.225.41.0/24,198.32.118.226,198.32.118.225
nyc4|27566,198.32.118.168,198.32.118.169|198.32.110.0/24,198.32.118.169,198.32.118.168
nyc4|46489,198.32.118.198,198.32.118.209|23.160.0.0/24,198.32.118.209,198.32.118.198
nyc4|47254,198.32.118.58,198.32.118.71|64.186.27.0/24,198.32.118.71,198.32.118.58
nyc4|54113,198.32.118.104,198.32.118.109|23.235.37.0/24,198.32.118.109,198.32.118.104
nyc4|6128,198.32.118.17,198.32.118.117|69.74.69.0/24,198.32.118.117,198.32.118.17
nyc4|714,198.32.118.159,198.32.118.183|17.84.208.0/24,198.32.118.183,198.32.118.159
nyc5|714,206.126.115.67,206.126.115.175|17.84.199.0/24,206.126.115.175,206.126.115.67
nyc6|11383,198.32.160.162,206.82.104.159|216.150.156.0/24,198.32.160.162,206.82.104.159
nyc6|13030,198.32.160.103,206.82.104.4|193.47.153.0/24,206.82.104.4,198.32.160.103
nyc6|13335,198.32.160.195,206.82.104.31|8.31.160.0/24,198.32.160.195,206.82.104.31
nyc6|13536,198.32.160.59,206.82.104.87|204.27.229.0/24,206.82.104.87,198.32.160.59
nyc6|13768,198.32.160.65,206.82.104.51|216.187.90.0/24,198.32.160.65,206.82.104.51
nyc6|13786,198.32.160.93,206.82.105.4|207.135.208.0/24,206.82.105.4,198.32.160.93
nyc6|14413,198.32.160.122,206.82.104.32|144.2.12.0/24,206.82.104.32,198.32.160.122
nyc6|14537,198.32.160.117,206.82.104.34|5.62.84.0/24,198.32.160.117,206.82.104.34
nyc6|15133,198.32.160.14,198.32.160.115,206.82.104.40|72.21.81.0/24,206.82.104.40,198.32.160.14,198.32.160.115
nyc6|15169,198.32.160.130,206.82.104.41|8.8.8.0/24,198.32.160.130,206.82.104.41
nyc6|16509,198.32.160.64,198.32.160.244,206.82.104.99|54.192.240.0/24,198.32.160.64,198.32.160.244,206.82.104.99
nyc6|17113,198.32.160.161,206.82.104.160|68.171.152.0/24,206.82.104.160,198.32.160.161
nyc6|17378,198.32.160.163,206.82.104.158|66.206.202.0/24,198.32.160.163,206.82.104.158
nyc6|1820,198.32.160.220,206.82.104.178|185.38.210.0/24,198.32.160.220,206.82.104.178
nyc6|21949,198.32.160.190,206.82.104.53|199.20.59.0/24,206.82.104.53,198.32.160.190
nyc6|22822,198.32.160.134,206.82.104.71|69.28.180.0/24,206.82.104.71,198.32.160.134
nyc6|29838,198.32.160.107,206.82.104.19|74.91.14.0/24,206.82.104.19,198.32.160.107
nyc6|32780,198.32.160.210,206.82.104.167|67.213.210.0/24,198.32.160.210,206.82.104.167
nyc6|3303,198.32.160.176,206.82.104.222|91.198.58.0/24,198.32.160.176,206.82.104.222
nyc6|33353,198.32.160.140,206.82.104.83|100.42.98.0/24,206.82.104.83,198.32.160.140
nyc6|36408,198.32.160.79,198.32.160.83|174.35.39.0/24,198.32.160.79,198.32.160.83
nyc6|4258,198.32.160.67,206.82.104.43|207.66.184.0/24,206.82.104.43,198.32.160.67
nyc6|46,198.32.160.205,206.82.104.114|198.151.130.0/24,198.32.160.205,206.82.104.114
nyc6|46450,198.32.160.124,206.82.104.82|142.154.196.0/24,206.82.104.82,198.32.160.124
nyc6|54113,198.32.160.22,198.32.160.62,206.82.104.29,206.82.104.137|23.235.32.0/24,198.32.160.62,198.32.160.22
nyc6|54825,198.32.160.147,206.82.104.38|192.80.8.0/24,198.32.160.147,206.82.104.38
nyc6|6079,198.32.160.132,206.82.104.145|199.184.165.0/24,198.32.160.132,206.82.104.145
nyc6|6233,198.32.160.187,206.82.104.5|185.184.222.0/24,206.82.104.5,198.32.160.187
nyc6|6774,198.32.160.202,206.82.104.84|195.234.24.0/24,206.82.104.84,198.32.160.202
nyc6|714,198.32.160.224,198.32.160.225,198.32.160.226,198.32.160.227,206.82.104.24,206.82.104.65,206.82.104.113,206.82.104.170|17.0.99.0/24,198.32.160.226,198.32.160.227,198.32.160.224,198.32.160.225
nyc6|8075,198.32.160.199,206.82.104.133|13.107.14.0/24,198.32.160.199,206.82.104.133
nyc6|8359,198.32.160.201,206.82.104.18|62.118.67.0/24,198.32.160.201,206.82.104.18
pao1|10310,198.32.176.135,198.32.176.148|216.115.103.0/24,198.32.176.135,198.32.176.148
pao1|13414,198.32.176.123,198.32.176.124|69.195.191.0/24,198.32.176.124,198.32.176.123
pao1|16509,198.32.176.36,198.32.176.217|99.84.224.0/24,198.32.176.36,198.32.176.217
pao1|19679,198.32.176.200,198.32.176.238|162.125.7.0/24,198.32.176.200,198.32.176.238
pao1|46489,198.32.176.32,198.32.176.232|23.160.0.0/24,198.32.176.232,198.32.176.32
pao1|9318,198.32.176.75,198.32.176.117|125.61.92.0/24,198.32.176.75,198.32.176.117
par2|10310,37.49.237.5,195.42.145.133|87.248.104.0/24,37.49.237.5,195.42.145.133
par2|13335,37.49.237.49,195.42.144.143|8.43.121.0/24,37.49.237.49,195.42.144.143
par2|13414,37.49.237.70,37.49.237.71|69.195.191.0/24,37.49.237.71,37.49.237.70
par2|14413,37.49.236.161,195.42.144.185|185.63.144.0/24,37.49.236.161,195.42.144.185
par2|15169,37.49.236.2,195.42.145.65|8.8.4.0/24,37.49.236.2,195.42.145.65
