#950 M-BGP deployment cases by Hurricane Electric (AS6939) identified before 20200510.
#Format: 
#border router|peeringASN,<neighbor address list by show ip bgp summary (separated by comma)>|prefix,<Next-hop list by show ip bgp route detail (separated by comma)>
par2|15422,37.49.236.64,195.42.144.107|193.104.231.0/24,195.42.144.107,37.49.236.64
par2|15547,37.49.236.156,195.42.144.229|195.162.167.0/24,195.42.144.229,37.49.236.156
par2|16080,37.49.237.15,195.42.144.90|80.89.122.0/24,37.49.237.15,195.42.144.90
par2|16128,37.49.236.44,195.42.144.124|129.185.78.0/24,37.49.236.44,195.42.144.124
par2|16276,37.49.236.144,195.42.144.186|46.105.198.0/24,37.49.236.144,195.42.144.186
par2|16347,37.49.236.36,195.42.144.61|213.151.175.0/24,37.49.236.36,195.42.144.61
par2|16509,37.49.236.118,37.49.237.166,195.42.144.162|99.82.163.0/24,37.49.236.118,37.49.237.166,195.42.144.162
par2|198545,37.49.236.157,195.42.144.191|185.247.34.0/24,195.42.144.191,37.49.236.157
par2|198551,37.49.237.11,195.42.145.35|185.195.248.0/24,37.49.237.11,195.42.145.35
par2|199483,37.49.237.109,37.49.237.120,195.42.145.152|91.209.103.0/24,37.49.237.109,195.42.145.152,37.49.237.120
par2|199660,37.49.236.46,195.42.145.5|185.7.65.0/24,37.49.236.46,195.42.145.5
par2|202140,37.49.237.87,195.42.145.62|91.236.153.0/24,195.42.145.62,37.49.237.87
par2|203698,37.49.236.244,195.42.145.130|185.12.37.0/24,37.49.236.244,195.42.145.130
par2|20766,37.49.236.190,195.42.145.64|193.23.30.0/24,37.49.236.190,195.42.145.64
par2|21409,37.49.236.76,195.42.144.195|185.10.99.0/24,37.49.236.76,195.42.144.195
par2|2200,37.49.236.19,195.42.145.38|91.236.25.0/24,195.42.145.38,37.49.236.19
par2|22822,37.49.236.38,195.42.144.26|69.28.180.0/24,37.49.236.38,195.42.144.26
par2|2486,37.49.236.21,195.42.144.153|192.93.0.0/24,37.49.236.21,195.42.144.153
par2|24904,37.49.236.105,195.42.144.220|185.73.234.0/24,37.49.236.105,195.42.144.220
par2|27471,195.42.145.138,195.42.145.139|148.64.19.0/24,195.42.145.138,195.42.145.139
par2|29075,37.49.236.205,195.42.144.71|91.217.234.0/24,37.49.236.205,195.42.144.71
par2|29467,37.49.236.227,195.42.145.24|5.149.119.0/24,37.49.236.227,195.42.145.24
par2|29608,37.49.236.31,195.42.144.74|80.245.57.0/24,195.42.144.74,37.49.236.31
par2|30781,37.49.236.3,195.42.144.82|82.196.25.0/24,37.49.236.3,195.42.144.82
par2|30972,37.49.236.182,195.42.144.163|193.22.143.0/24,37.49.236.182,195.42.144.163
par2|31167,37.49.236.107,195.42.144.83|217.171.27.0/24,37.49.236.107,195.42.144.83
par2|31216,37.49.236.102,195.42.144.27|194.126.217.0/24,37.49.236.102,195.42.144.27
par2|31328,37.49.236.143,195.42.144.235|205.167.7.0/24,37.49.236.143,195.42.144.235
par2|31424,37.49.237.69,195.42.145.61|185.246.200.0/24,37.49.237.69,195.42.145.61
par2|33835,37.49.236.8,195.42.144.109|130.185.170.0/24,195.42.144.109,37.49.236.8
par2|34006,37.49.236.14,195.42.144.133|91.151.58.0/24,37.49.236.14,195.42.144.133
par2|34019,37.49.236.71,195.42.144.47|193.164.153.0/24,195.42.144.47,37.49.236.71
par2|34177,37.49.236.32,195.42.144.63|194.4.10.0/24,195.42.144.63,37.49.236.32
par2|34863,37.49.236.113,195.42.144.126,195.42.144.241|188.94.200.0/24,37.49.236.113,195.42.144.241
par2|35280,37.49.237.108,195.42.145.114|193.16.213.0/24,195.42.145.114,37.49.237.108
par2|35393,37.49.236.11,195.42.144.5|195.14.0.0/24,195.42.144.5,37.49.236.11
par2|35625,37.49.236.24,195.42.144.43|91.229.136.0/24,37.49.236.24,195.42.144.43
par2|36236,37.49.236.112,195.42.145.214|176.58.90.0/24,195.42.145.214,37.49.236.112
par2|39326,37.49.236.80,195.42.144.129|194.0.77.0/24,195.42.144.129,37.49.236.80
par2|39405,37.49.236.220,195.42.145.188|193.84.73.0/24,37.49.236.220,195.42.145.188
par2|39781,37.49.237.173,195.42.145.180|193.227.107.0/24,37.49.237.173,195.42.145.180
par2|41405,37.49.236.202,195.42.145.121|195.200.217.0/24,37.49.236.202,195.42.145.121
par2|43142,37.49.236.111,195.42.144.219|91.194.98.0/24,37.49.236.111,195.42.144.219
par2|43858,37.49.237.98,195.42.145.43|91.198.199.0/24,195.42.145.43,37.49.237.98
par2|43930,37.49.237.124,37.49.237.125|185.194.164.0/24,37.49.237.124,37.49.237.125
par2|44444,37.49.236.119,195.42.144.31|85.115.44.0/24,195.42.144.31,37.49.236.119
par2|46489,37.49.237.25,37.49.237.26|192.108.239.0/24,37.49.237.26,37.49.237.25
par2|49463,37.49.236.145,37.49.236.146,195.42.145.115|46.21.114.0/24,195.42.145.115,37.49.236.145
par2|49544,37.49.237.230,195.42.145.235|185.179.201.0/24,195.42.145.235,37.49.237.230
par2|50032,37.49.236.138,195.42.144.113|193.164.220.0/24,37.49.236.138,195.42.144.113
par2|50245,37.49.236.203,195.42.145.74|92.38.38.0/24,37.49.236.203,195.42.145.74
par2|5410,37.49.236.63,195.42.144.217|193.178.138.0/24,195.42.144.217,37.49.236.63
par2|54113,195.42.145.131,195.42.145.132|23.235.37.0/24,195.42.145.132,195.42.145.131
par2|57119,37.49.236.117,195.42.144.136|185.64.150.0/24,195.42.144.136,37.49.236.117
par2|57809,37.49.237.22,195.42.144.214|46.18.125.0/24,195.42.144.214,37.49.237.22
par2|57976,37.49.236.53,195.42.145.55|103.198.32.0/24,195.42.145.55,37.49.236.53
par2|59842,37.49.237.146,37.49.237.210,195.42.145.63|91.220.245.0/24,37.49.237.146,37.49.237.210
par2|60350,37.49.237.35,195.42.145.144|193.148.7.0/24,37.49.237.35,195.42.145.144
par2|62044,37.49.237.88,37.49.237.105|165.225.79.0/24,37.49.237.105,37.49.237.88
par2|6461,37.49.237.180,195.42.144.13|63.249.63.0/24,195.42.144.13,37.49.237.180
par2|714,37.49.237.176,37.49.237.177,37.49.237.178,37.49.237.179,195.42.145.189,195.42.145.190|17.84.208.0/24,37.49.237.177,37.49.237.178,37.49.237.176
par2|8075,37.49.236.5,195.42.145.28|208.84.1.0/24,195.42.145.28,37.49.236.5
par2|8218,37.49.236.1,195.42.144.7|80.245.58.0/24,195.42.144.7,37.49.236.1
par2|8220,37.49.236.58,195.42.145.126|129.41.90.0/24,37.49.236.58,195.42.145.126
par2|8304,37.49.236.153,195.42.144.116|195.200.97.0/24,195.42.144.116,37.49.236.153
par2|8399,37.49.236.72,37.49.236.75,195.42.144.176|185.50.52.0/24,37.49.236.72,195.42.144.176,37.49.236.75
par2|8426,37.49.236.60,37.49.236.61,195.42.144.30|195.245.201.0/24,195.42.144.30,37.49.236.61,37.49.236.60
par2|8554,37.49.236.49,195.42.144.64|195.234.46.0/24,195.42.144.64,37.49.236.49
par2|8784,37.49.236.33,195.42.144.81|194.153.214.0/24,37.49.236.33,195.42.144.81
par2|9036,37.49.236.104,195.42.144.97|212.85.135.0/24,37.49.236.104,195.42.144.97
pdx1|10310,198.32.195.111,198.32.195.112|68.180.160.0/24,198.32.195.111,198.32.195.112
pdx1|16509,198.32.195.101,198.32.195.102|99.82.172.0/24,198.32.195.102,198.32.195.101
pdx1|46489,198.32.195.121,198.32.195.122|23.160.0.0/24,198.32.195.122,198.32.195.121
prg1|13335,91.210.16.171,91.213.211.102|8.40.30.0/24,91.213.211.102,91.210.16.171
prg1|15169,91.210.16.211,91.213.211.170|8.8.4.0/24,91.210.16.211,91.213.211.170
prg1|15962,91.213.211.186,91.213.211.187|194.1.185.0/24,91.213.211.186,91.213.211.187
prg1|1820,91.210.16.172,91.213.211.206|31.172.140.0/24,91.213.211.206,91.210.16.172
prg1|198605,91.210.16.198,91.210.16.199|91.213.143.0/24,91.210.16.199,91.210.16.198
prg1|199524,91.210.16.223,91.213.211.19|92.38.146.0/24,91.210.16.223,91.213.211.19
prg1|201730,91.210.16.79,91.210.16.80|194.33.17.0/24,91.210.16.79,91.210.16.80
prg1|21430,91.210.16.27,91.210.16.28|77.78.68.0/24,91.210.16.27,91.210.16.28
prg1|24806,91.210.16.165,91.210.16.166|193.105.157.0/24,91.210.16.166,91.210.16.165
prg1|24971,91.210.16.85,91.210.16.86,91.213.211.14|83.223.52.0/24,91.210.16.85,91.213.211.14,91.210.16.86
prg1|25192,91.210.16.3,91.210.16.13|194.0.12.0/24,91.210.16.3,91.210.16.13
prg1|25248,91.210.16.205,91.210.16.206|193.32.56.0/24,91.210.16.205,91.210.16.206
prg1|29208,91.210.16.9,91.210.16.99|94.199.98.0/24,91.210.16.99,91.210.16.9
prg1|32590,91.210.16.5,91.213.211.228|162.254.197.0/24,91.210.16.5,91.213.211.228
prg1|39392,91.213.211.100,91.213.211.101|185.203.84.0/24,91.213.211.100,91.213.211.101
prg1|43037,91.210.16.194,91.210.16.195|77.75.74.0/24,91.210.16.195,91.210.16.194
prg1|43541,91.210.16.151,91.210.16.152|185.115.1.0/24,91.210.16.152,91.210.16.151
prg1|46489,91.210.16.67,91.210.16.68,91.213.211.116,91.213.211.117|23.160.0.0/24,91.210.16.67,91.213.211.116,91.210.16.68,91.213.211.117
prg1|47110,91.210.16.66,91.210.16.69|149.7.241.0/24,91.210.16.66,91.210.16.69
prg1|47232,91.210.16.109,91.210.16.143,91.213.211.22,91.213.211.23|195.26.25.0/24,91.210.16.143,91.210.16.109
prg1|5588,91.210.16.50,91.210.16.51|5.56.33.0/24,91.210.16.51,91.210.16.50
prg1|5610,91.210.16.160,91.210.16.161|81.90.168.0/24,91.210.16.160,91.210.16.161
prg1|8075,91.210.16.115,91.213.211.214|208.84.4.0/24,91.210.16.115,91.213.211.214
rix1|35407,195.246.227.2,195.246.227.130|80.233.251.0/24,195.246.227.130,195.246.227.2
sea1|10310,198.32.134.35,198.32.134.66,206.81.80.98,206.81.81.50|68.142.248.0/24,198.32.134.35,198.32.134.66,206.81.81.50,206.81.80.98
sea1|11924,206.81.81.45,206.81.83.45|12.160.248.0/24,206.81.83.45,206.81.81.45
sea1|13335,198.32.134.61,206.53.171.7,206.81.81.10|8.9.231.0/24,198.32.134.61,206.53.171.7,206.81.81.10
sea1|13414,206.81.81.31,206.81.83.31|69.195.191.0/24,206.81.83.31,206.81.81.31
sea1|16509,198.32.134.41,206.81.80.147,206.81.80.248|54.231.184.0/24,198.32.134.41,206.81.80.147,206.81.80.248
sea1|16713,206.81.80.60,206.81.80.224|64.146.147.0/24,206.81.80.60,206.81.80.224
sea1|19207,198.32.134.86,198.32.134.87|208.93.51.0/24,198.32.134.86,198.32.134.87
sea1|19679,198.32.134.54,206.81.81.112|199.47.217.0/24,206.81.81.112,198.32.134.54
sea1|23175,206.81.81.196,206.81.81.222|198.187.188.0/24,206.81.81.222,206.81.81.196
sea1|26935,206.81.80.125,206.81.81.156|52.119.109.0/24,206.81.81.156,206.81.80.125
sea1|27471,206.81.81.169,206.81.81.170|199.116.170.0/24,206.81.81.169,206.81.81.170
sea1|32590,198.32.134.56,206.81.80.246|205.196.6.0/24,198.32.134.56,206.81.80.246
sea1|33588,206.81.80.207,206.81.80.231|150.181.91.0/24,206.81.80.207,206.81.80.231
sea1|36459,206.81.81.89,206.81.81.90|192.30.255.0/24,206.81.81.90,206.81.81.89
sea1|40627,198.32.134.51,206.81.81.99|104.245.58.0/24,198.32.134.51,206.81.81.99
sea1|42,198.32.134.6,206.81.80.80|65.22.19.0/24,206.81.80.80,198.32.134.6
sea1|4258,206.81.80.49,206.81.80.241|207.66.184.0/24,206.81.80.49,206.81.80.241
sea1|46435,206.81.81.43,206.81.83.43|74.118.23.0/24,206.81.81.43,206.81.83.43
sea1|46455,206.81.81.59,206.81.83.59|76.77.16.0/24,206.81.81.59,206.81.83.59
sea1|46489,206.81.81.54,206.81.81.55,206.81.83.54,206.81.83.55|192.108.239.0/24,206.81.83.55,206.81.81.55,206.81.81.54,206.81.83.54
sea1|54113,206.81.81.71,206.81.81.72|23.235.37.0/24,206.81.81.72,206.81.81.71
sea1|57976,198.32.134.68,206.81.81.122|24.105.31.0/24,198.32.134.68,206.81.81.122
sea1|6456,206.81.82.10,206.81.83.41|208.90.170.0/24,206.81.82.10,206.81.83.41
sea1|6507,198.32.134.60,206.81.81.42|192.64.169.0/24,198.32.134.60,206.81.81.42
sea1|714,198.32.134.57,198.32.134.65|17.84.208.0/24,198.32.134.57,198.32.134.65
sea1|8075,198.32.134.152,206.53.171.13,206.81.80.30,206.81.80.68|52.96.38.0/24,206.81.80.68,198.32.134.152,206.53.171.13,206.81.80.30
sfo1|10310,206.197.187.9,206.197.187.24|68.142.248.0/24,206.197.187.9,206.197.187.24
sin1|10310,27.111.228.3,27.111.228.131,103.16.102.37,103.16.102.105,103.41.12.30,103.231.152.41,103.231.152.42|27.123.39.0/24,27.111.228.3,103.16.102.105,103.16.102.37,27.111.228.131
sin1|13335,27.111.228.132,103.16.102.93,103.41.12.6,103.231.152.33|8.38.147.0/24,103.16.102.93,103.41.12.6,27.111.228.132,103.231.152.33
sin1|133385,27.111.228.139,27.111.228.205|37.111.48.0/24,27.111.228.139,27.111.228.205
sin1|13414,27.111.228.113,27.111.228.229,103.119.232.86|69.195.188.0/24,27.111.228.229,103.119.232.86
sin1|137831,27.111.229.144,27.111.229.145|103.115.79.0/24,27.111.229.144,27.111.229.145
sin1|137922,27.111.229.168,27.111.229.169|136.228.216.0/24,27.111.229.168,27.111.229.169
sin1|15169,27.111.228.30,103.16.102.64,103.41.12.7,103.231.152.35,198.32.141.140|8.8.4.0/24,103.41.12.7,103.231.152.35,103.16.102.64,27.111.228.30
sin1|16276,27.111.228.106,103.16.102.120,103.231.152.119|46.105.204.0/24,103.16.102.120,27.111.228.106,103.231.152.119
sin1|16509,27.111.228.87,27.111.228.215,103.16.102.36,198.32.141.150|99.82.160.0/24,198.32.141.150,27.111.228.215,103.16.102.36,27.111.228.87
sin1|17547,27.111.228.16,103.16.102.38|49.128.35.0/24,27.111.228.16,103.16.102.38
sin1|1828,27.111.229.195,103.119.232.83|198.232.125.0/24,103.119.232.83,27.111.229.195
sin1|18403,27.111.229.5,103.16.102.85,103.231.152.103|1.52.6.0/24,103.16.102.85,103.231.152.103,27.111.229.5
sin1|199524,27.111.228.222,103.41.12.35,103.231.152.34|92.38.141.0/24,27.111.228.222,103.231.152.34,103.41.12.35
sin1|200981,27.111.229.153,27.111.229.157|203.190.181.0/24,27.111.229.157,27.111.229.153
sin1|20940,27.111.228.102,27.111.228.250,103.16.102.77,103.41.12.18|23.50.232.0/24,103.41.12.18,103.16.102.77
sin1|24482,27.111.228.159,103.16.102.30|124.6.35.0/24,103.16.102.30,27.111.228.159
sin1|2635,27.111.228.209,103.231.152.81|198.181.116.0/24,103.231.152.81,27.111.228.209
sin1|27281,27.111.229.25,27.111.229.32,27.111.229.124,27.111.229.125|103.229.9.0/24,27.111.229.124,27.111.229.125
sin1|27471,27.111.229.28,27.111.229.29|148.64.3.0/24,27.111.229.29,27.111.229.28
sin1|29791,27.111.228.50,103.16.102.44|203.190.121.0/24,27.111.228.50,103.16.102.44
sin1|36062,27.111.229.162,27.111.229.173|69.174.120.0/24,27.111.229.162,27.111.229.173
sin1|38001,27.111.228.86,103.16.102.22|113.29.232.0/24,27.111.228.86,103.16.102.22
sin1|38082,27.111.228.76,103.16.102.46,103.231.152.17|27.123.17.0/24,103.16.102.46,27.111.228.76,103.231.152.17
sin1|38195,27.111.229.43,103.16.102.76,103.41.12.26|27.122.115.0/24,103.16.102.76,103.41.12.26,27.111.229.43
sin1|3908,27.111.228.11,103.16.102.62|63.232.5.0/24,103.16.102.62,27.111.228.11
sin1|41095,27.111.228.173,103.231.152.62|45.116.8.0/24,103.231.152.62,27.111.228.173
sin1|42,27.111.228.1,103.16.102.42,103.41.12.22,103.119.232.57,198.32.141.19|65.22.4.0/24,103.41.12.22,27.111.228.1,103.16.102.42
sin1|44444,27.111.228.144,103.41.12.15|157.167.27.0/24,27.111.228.144,103.41.12.15
sin1|45796,27.111.228.192,103.16.102.51|103.23.121.0/24,27.111.228.192,103.16.102.51
sin1|45903,27.111.228.152,103.231.152.123|101.99.40.0/24,103.231.152.123,27.111.228.152
sin1|46489,27.111.229.36,27.111.229.46,103.41.12.31,103.41.12.32|23.160.0.0/24,103.41.12.31,103.41.12.32,27.111.229.36,27.111.229.46
sin1|47254,27.111.229.49,27.111.229.50|159.117.207.0/24,27.111.229.50,27.111.229.49
sin1|4761,27.111.228.142,27.111.228.247,103.231.152.105|23.3.106.0/24,103.231.152.105,27.111.228.247
sin1|54113,27.111.228.34,27.111.228.38,103.16.102.135,103.16.102.136|23.235.37.0/24,27.111.228.38,27.111.228.34,103.16.102.135,103.16.102.136
sin1|54994,27.111.228.96,27.111.229.197,103.16.102.142|157.185.155.0/24,103.16.102.142,27.111.228.96
sin1|55818,27.111.228.37,103.16.102.61,103.231.152.16,198.32.141.147|119.110.115.0/24,103.16.102.61,27.111.228.37,103.231.152.16
sin1|56308,27.111.228.84,27.111.228.156,103.16.102.60|45.125.23.0/24,103.16.102.60,27.111.228.156
sin1|58453,27.111.228.221,27.111.228.228|223.119.46.0/24,27.111.228.228,27.111.228.221
sin1|62955,27.111.228.162,103.16.102.132|8.42.117.0/24,103.16.102.132,27.111.228.162
sin1|64049,27.111.228.124,27.111.228.174,103.16.102.95,103.16.102.100|59.153.104.0/24,27.111.228.124,27.111.228.174
sin1|64050,27.111.229.163,103.16.102.108|1.32.194.0/24,27.111.229.163,103.16.102.108
sin1|703,27.111.228.24,198.32.141.29|155.94.57.0/24,198.32.141.29,27.111.228.24
sin1|714,27.111.228.107,27.111.228.242,103.16.102.114,103.16.102.118,103.41.12.14,103.41.12.19|17.84.143.0/24,27.111.228.107,27.111.228.242,103.16.102.118,103.16.102.114
sin1|8075,27.111.228.57,27.111.229.172,103.16.102.23,103.231.152.101,198.32.141.141|52.96.38.0/24,198.32.141.141,103.231.152.101,27.111.228.57,103.16.102.23
sjc2|10310,206.223.116.16,206.223.116.150|68.142.248.0/24,206.223.116.16,206.223.116.150
sjc2|13414,206.223.116.94,206.223.116.101|69.195.191.0/24,206.223.116.101,206.223.116.94
sjc2|14630,206.223.117.57,206.223.117.58|205.174.0.0/24,206.223.117.58,206.223.117.57
sjc2|15211,206.223.116.49,206.223.116.50|74.122.191.0/24,206.223.116.49,206.223.116.50
sjc2|16509,206.223.116.177,206.223.116.236|99.83.250.0/24,206.223.116.177,206.223.116.236
sjc2|19679,206.223.116.185,206.223.116.189|199.47.217.0/24,206.223.116.189,206.223.116.185
sjc2|198018,206.223.116.200,206.223.116.229|91.198.24.0/24,206.223.116.200,206.223.116.229
sjc2|22518,206.223.116.78,206.223.116.79|199.116.167.0/24,206.223.116.79,206.223.116.78
sjc2|25605,206.223.116.106,206.223.116.108|108.171.135.0/24,206.223.116.106,206.223.116.108
sjc2|25751,206.223.116.46,206.223.116.128|64.156.167.0/24,206.223.116.46,206.223.116.128
sjc2|27281,206.223.116.41,206.223.116.42|192.184.69.0/24,206.223.116.42,206.223.116.41
sjc2|27471,206.223.116.180,206.223.116.181|199.19.248.0/24,206.223.116.180,206.223.116.181
sjc2|33438,206.223.116.51,206.223.116.52|209.197.6.0/24,206.223.116.51,206.223.116.52
sjc2|40526,206.223.116.173,206.223.116.249|8.45.105.0/24,206.223.116.249,206.223.116.173
sjc2|47254,206.223.116.5,206.223.116.139|159.117.206.0/24,206.223.116.139,206.223.116.5
sjc2|54113,206.223.116.69,206.223.116.70|104.156.85.0/24,206.223.116.69,206.223.116.70
sjc2|54588,206.223.116.116,206.223.116.148|64.191.211.0/24,206.223.116.148,206.223.116.116
sjc2|63440,206.223.116.110,206.223.117.18|192.76.120.0/24,206.223.117.18,206.223.116.110
sjc2|6614,206.223.116.167,206.223.116.168|198.8.10.0/24,206.223.116.167,206.223.116.168
slc1|46489,204.228.158.19,204.228.158.22|192.108.239.0/24,204.228.158.22,204.228.158.19
sof1|13335,91.212.235.40,185.1.40.27,193.169.198.68,193.218.0.70,217.174.157.67|8.31.161.0/24,185.1.40.27,193.169.198.68,193.218.0.70,91.212.235.40
sof1|15169,91.212.235.30,185.1.40.15,193.218.0.88,193.218.0.90|74.125.70.0/24,91.212.235.30,185.1.40.15,193.218.0.88,193.218.0.90
sof1|199364,185.1.30.29,217.174.157.21|193.91.11.0/24,185.1.30.29,217.174.157.21
sof1|31287,193.169.198.140,193.169.198.141|46.55.252.0/24,193.169.198.140,193.169.198.141
sof1|31293,193.169.198.154,193.169.198.155|194.150.116.0/24,193.169.198.155,193.169.198.154
sof1|34224,193.218.0.9,193.218.0.10|94.156.94.0/24,193.218.0.10,193.218.0.9
sof1|42,185.1.40.37,193.169.198.202,193.218.0.35|65.22.4.0/24,185.1.40.37,193.169.198.202,193.218.0.35
sof1|43205,91.212.235.8,185.1.30.33,193.169.198.224|91.148.169.0/24,91.212.235.8,193.169.198.224,185.1.30.33
sof1|50360,185.1.30.84,217.174.157.84|79.124.54.0/24,217.174.157.84,185.1.30.84
sof1|57344,217.174.157.111,217.174.157.120|82.118.224.0/24,217.174.157.120,217.174.157.111
sof1|59620,193.169.198.148,193.169.198.149|185.165.96.0/24,193.169.198.148,193.169.198.149
sof1|8075,185.1.30.58,193.169.198.74|40.66.166.0/24,185.1.30.58,193.169.198.74
sto1|10310,185.1.107.40,192.121.80.93,192.121.80.94,194.68.123.30,194.68.128.30|188.125.88.0/24,192.121.80.94,192.121.80.93,185.1.107.40,194.68.123.30
sto1|12041,194.68.123.189,194.68.128.189|65.22.1.0/24,194.68.128.189,194.68.123.189
sto1|12389,194.68.123.182,194.68.128.182|92.101.252.0/24,194.68.128.182,194.68.123.182
sto1|12552,194.68.123.92,194.68.128.92,195.69.119.92,195.245.240.92|194.14.244.0/24,194.68.123.92,195.69.119.92,195.245.240.92,194.68.128.92
sto1|1257,194.68.123.21,194.68.128.21|80.73.176.0/24,194.68.128.21,194.68.123.21
sto1|12578,194.68.123.177,194.68.128.177,195.69.119.177,195.245.240.177|195.13.201.0/24,195.245.240.177,195.69.119.177,194.68.128.177,194.68.123.177
sto1|12597,192.121.80.173,193.110.13.90,194.68.123.247,194.68.128.247|62.80.200.0/24,192.121.80.173,193.110.13.90,194.68.128.247,194.68.123.247
sto1|12714,194.68.123.58,194.68.128.58|31.40.10.0/24,194.68.128.58,194.68.123.58
sto1|13189,193.110.13.69,194.68.123.138,194.68.128.138|192.71.28.0/24,194.68.123.138,193.110.13.69,194.68.128.138
sto1|13194,194.68.123.211,194.68.128.211|84.15.112.0/24,194.68.128.211,194.68.123.211
sto1|13335,109.239.136.210,178.18.224.250,192.121.80.23,193.110.13.152,194.68.123.246,194.68.128.246|8.44.59.0/24,192.121.80.23,194.68.128.246,193.110.13.152,194.68.123.246
sto1|13414,194.68.123.229,194.68.128.229,195.69.119.229,195.245.240.229|69.195.191.0/24,194.68.128.229,194.68.123.229,195.245.240.229,195.69.119.229
sto1|14413,194.68.123.217,194.68.128.217|185.63.144.0/24,194.68.123.217,194.68.128.217
sto1|15169,109.239.137.233,109.239.137.237,178.18.225.42,192.121.80.47,193.110.13.102,194.68.123.115,194.68.128.115|8.8.8.0/24,109.239.137.237,192.121.80.47,109.239.137.233,178.18.225.42
sto1|15830,185.1.107.1,185.1.107.2,192.121.80.207|64.30.151.0/24,192.121.80.207,185.1.107.2,185.1.107.1
sto1|16086,192.121.80.54,192.121.80.248,194.68.123.152,194.68.128.152|193.143.91.0/24,194.68.128.152,194.68.123.152,192.121.80.248,192.121.80.54
sto1|16509,194.68.123.47,194.68.128.47,195.69.119.47,195.245.240.47|99.82.169.0/24,194.68.128.47,194.68.123.47,195.69.119.47,195.245.240.47
sto1|1820,109.239.137.179,109.239.137.181,109.239.137.182,178.18.226.47,178.18.226.48,194.68.123.113,194.68.128.113|31.172.138.0/24,109.239.137.179,109.239.137.181,178.18.226.47,109.239.137.182
sto1|197888,178.18.224.123,178.18.224.124,178.18.226.121,178.18.226.122|91.228.177.0/24,178.18.226.122,178.18.226.121
sto1|198093,192.121.80.46,192.121.80.225,193.110.13.126|194.0.61.0/24,192.121.80.46,192.121.80.225
sto1|2116,194.68.123.149,194.68.128.149|77.223.160.0/24,194.68.123.149,194.68.128.149
sto1|2119,194.68.123.158,194.68.128.158,195.69.119.158,195.245.240.158|91.220.217.0/24,195.69.119.158,195.245.240.158,194.68.128.158,194.68.123.158
sto1|21485,192.121.80.44,193.110.12.150|91.231.153.0/24,192.121.80.44,193.110.12.150
sto1|22822,194.68.123.167,194.68.128.167|69.28.143.0/24,194.68.128.167,194.68.123.167
sto1|24429,194.68.123.28,194.68.128.28,195.69.119.28,195.245.240.28|47.246.44.0/24,194.68.123.28,195.245.240.28,194.68.128.28,195.69.119.28
sto1|2635,194.68.123.63,194.68.128.63|198.181.117.0/24,194.68.123.63,194.68.128.63
sto1|2686,194.68.123.44,194.68.128.44|15.24.137.0/24,194.68.128.44,194.68.123.44
sto1|27471,194.68.123.185,194.68.128.185|199.247.37.0/24,194.68.128.185,194.68.123.185
sto1|29518,194.68.123.148,194.68.128.148|185.166.234.0/24,194.68.128.148,194.68.123.148
sto1|30880,192.121.80.156,192.121.80.171|193.27.201.0/24,192.121.80.156,192.121.80.171
sto1|31027,195.69.119.22,195.245.240.22|82.192.179.0/24,195.69.119.22,195.245.240.22
sto1|3216,194.68.123.151,194.68.128.151|37.146.121.0/24,194.68.128.151,194.68.123.151
sto1|32590,192.121.80.48,192.121.80.243,194.68.123.124,194.68.123.224,194.68.128.124,194.68.128.224,195.69.119.224,195.245.240.224|162.254.198.0/24,195.69.119.224,192.121.80.243,194.68.128.224,194.68.123.224
sto1|32787,194.68.123.70,194.68.128.70|62.172.140.0/24,194.68.123.70,194.68.128.70
sto1|3292,194.68.123.41,194.68.128.41,195.69.119.41,195.245.240.41|5.182.128.0/24,195.69.119.41,195.245.240.41,194.68.123.41,194.68.128.41
sto1|3303,194.68.123.116,194.68.128.116|91.198.58.0/24,194.68.123.116,194.68.128.116
sto1|3327,194.68.123.164,194.68.128.164,195.69.119.164,195.245.240.164|89.219.168.0/24,195.245.240.164,194.68.128.164,195.69.119.164,194.68.123.164
sto1|33438,194.68.123.150,194.68.128.150,195.69.119.150,195.245.240.150|81.171.61.0/24,195.245.240.150,194.68.128.150,194.68.123.150,195.69.119.150
sto1|35706,194.68.123.153,194.68.128.153,195.69.119.153|91.212.209.0/24,194.68.128.153,195.69.119.153,194.68.123.153
sto1|36236,194.68.123.139,194.68.128.139|185.178.200.0/24,194.68.123.139,194.68.128.139
sto1|39351,192.121.80.246,193.110.12.161,193.110.13.161,194.68.123.179,194.68.128.179,195.69.119.179,195.245.240.179|45.83.222.0/24,192.121.80.246,194.68.123.179,193.110.13.161,193.110.12.161
sto1|394354,192.121.80.62,193.110.13.155,194.68.123.237,194.68.128.237|162.219.55.0/24,194.68.123.237,193.110.13.155,194.68.128.237,192.121.80.62
sto1|39642,194.68.123.110,195.245.240.110|192.66.101.0/24,195.245.240.110,194.68.123.110
sto1|39651,192.121.80.24,192.121.80.25,194.68.123.156,194.68.128.156,195.69.119.156,195.245.240.156|77.218.36.0/24,192.121.80.25,192.121.80.24,194.68.128.156,194.68.123.156
sto1|42237,192.121.80.86,193.110.13.160|193.105.134.0/24,193.110.13.160,192.121.80.86
sto1|42303,192.121.80.189,192.121.80.190|91.220.58.0/24,192.121.80.189,192.121.80.190
sto1|42632,109.239.136.37,178.18.224.33,178.18.226.32|146.255.196.0/24,109.239.136.37,178.18.226.32
