#This ducoment lists the peering ASes of Hurricane Electric via IXP at each border router.
#Format:
#border router|peering ASN,<list of neighbor addresses (separated by comma)>
fra1|12312,80.81.193.29
fra1|31059,80.81.193.30
fra1|60171,80.81.193.31
fra1|15598,80.81.192.32,80.81.193.32
fra1|28716,80.81.193.33
fra1|43341,80.81.193.35
fra1|41289,80.81.192.36,80.81.193.36
fra1|197999,80.81.193.38
fra1|29169,80.81.193.41
fra1|38193,80.81.193.42
fra1|12714,80.81.193.43
fra1|25091,80.81.193.46
fra1|23576,80.81.193.48
fra1|44217,80.81.193.49
fra1|20459,80.81.193.50
fra1|29467,80.81.193.52
fra1|9050,80.81.192.54,80.81.193.54
fra1|47169,80.81.193.55
fra1|5409,80.81.192.58,80.81.193.58
fra1|60294,80.81.193.60
fra1|8220,80.81.192.61,80.81.193.61
fra1|35205,80.81.193.62
fra1|32590,80.81.193.63
fra1|57928,80.81.193.64
fra1|13030,80.81.192.67,80.81.193.67
fra1|48173,80.81.193.68
fra1|2635,80.81.193.69
fra1|32787,80.81.193.70
fra1|44020,80.81.193.72
fra1|6876,80.81.193.73
fra1|13237,80.81.192.74,80.81.193.74
fra1|28876,80.81.193.75
fra1|35258,80.81.193.76
fra1|20686,80.81.193.77
fra1|8359,80.81.192.78,80.81.193.78
fra1|4637,80.81.193.79
fra1|25818,80.81.193.83
fra1|5400,80.81.193.84
fra1|8426,80.81.192.86,80.81.193.86
fra1|19551,80.81.193.87
fra1|12337,80.81.192.88,80.81.193.88
fra1|6805,80.81.192.89,80.81.193.89
fra1|62044,80.81.193.24,80.81.193.90
fra1|12399,80.81.192.92,80.81.193.92
fra1|8319,80.81.193.94
fra1|198726,80.81.193.95
fra1|57344,80.81.193.96
fra1|2854,80.81.193.97
fra1|9063,80.81.192.100,80.81.193.100
fra1|34966,80.81.193.101
fra1|37468,80.81.193.103
fra1|39090,80.81.193.104
fra1|50061,80.81.193.105
fra1|25560,80.81.193.106
fra1|10158,80.81.193.107
fra1|15169,80.81.192.108,80.81.193.108
fra1|8469,80.81.192.109,80.81.193.109
fra1|200924,80.81.193.111
fra1|25192,80.81.192.112,80.81.193.112
fra1|54312,80.81.193.113
fra1|10310,80.81.192.115,80.81.193.115
fra1|34867,80.81.193.116
fra1|3209,80.81.192.117,80.81.193.117
fra1|51468,80.81.193.119
fra1|8560,80.81.192.123,80.81.193.123
fra1|5404,80.81.193.127
fra1|29838,80.81.193.130
fra1|12306,80.81.192.132,80.81.193.132
fra1|48362,80.81.193.139
fra1|16211,80.81.193.142
fra1|47541,80.81.193.143
fra1|199790,80.81.193.144
fra1|34019,80.81.193.145
fra1|26667,80.81.193.126,80.81.193.147
fra1|34177,80.81.193.150
fra1|13768,80.81.193.151
fra1|9036,80.81.193.152
fra1|56665,80.81.193.156
fra1|6695,80.81.192.157,80.81.193.157
fra1|12931,80.81.193.159
fra1|8674,80.81.192.160,80.81.193.160
fra1|8764,80.81.192.161,80.81.193.161
fra1|6507,80.81.193.162,80.81.193.163
fra1|24940,80.81.192.164,80.81.193.164
fra1|58511,80.81.193.165
fra1|200187,80.81.193.170
fra1|20504,80.81.192.171,80.81.193.171
fra1|20849,80.81.193.172
fra1|8757,80.81.193.174
fra1|12695,80.81.193.176
fra1|8878,80.81.193.177
fra1|43996,80.81.193.178
fra1|3326,80.81.193.180
fra1|15672,80.81.193.181
fra1|197540,80.81.193.182
fra1|3303,80.81.193.183
fra1|21859,80.81.193.187
fra1|198781,80.81.193.189
fra1|8551,80.81.192.191,80.81.193.191
fra1|12843,80.81.193.198
fra1|2686,80.81.192.199,80.81.193.199
fra1|8374,80.81.193.200
fra1|15557,80.81.192.201,80.81.193.201
fra1|31638,80.81.193.203
fra1|29697,80.81.193.207
fra1|16276,80.81.192.209,80.81.193.209
fra1|8422,80.81.192.212,80.81.193.212
fra1|5713,80.81.193.214
fra1|1267,80.81.192.215,80.81.193.215
fra1|8932,80.81.193.216
fra1|198335,80.81.193.217
fra1|34309,80.81.192.218,80.81.193.218
fra1|48293,80.81.193.219
fra1|23393,80.81.193.220
fra1|22822,80.81.192.221,80.81.193.221
fra1|680,80.81.192.222,80.81.193.222
fra1|12989,80.81.192.224,80.81.193.224
fra1|49024,80.81.193.226
fra1|25178,80.81.193.227
fra1|30844,80.81.193.228
fra1|28260,80.81.193.229
fra1|24989,80.81.192.234,80.81.193.234
fra1|3252,80.81.193.235
fra1|29314,80.81.193.236
fra1|37100,80.81.193.237
fra1|4651,80.81.193.238
fra1|24218,80.81.193.242
fra1|16265,80.81.193.246
fra1|39651,80.81.193.248
fra1|61317,80.81.193.250
fra1|51483,80.81.193.251
fra1|199524,80.81.193.252
fra1|51167,80.81.194.0
fra1|8391,80.81.194.1
fra1|12041,80.81.194.2
fra1|44066,80.81.194.3
fra1|36408,80.81.192.65,80.81.194.4
fra1|12348,80.81.194.5
fra1|13249,80.81.194.7
fra1|201764,80.81.194.8
fra1|12874,80.81.194.10
fra1|8781,80.81.194.11
fra1|8732,80.81.194.13
fra1|8866,80.81.194.14
fra1|47195,80.81.194.16
fra1|1248,80.81.194.17
fra1|36236,80.81.194.19
fra1|21021,80.81.194.20
fra1|13414,80.81.192.10,80.81.194.21
fra1|21013,80.81.194.22
fra1|13002,80.81.194.23
fra1|3255,80.81.194.29
fra1|15366,80.81.194.30
fra1|12389,80.81.194.31
fra1|31252,80.81.194.32
fra1|47215,80.81.194.34
fra1|49605,80.81.194.35
fra1|49136,80.81.194.36
fra1|42605,80.81.194.39
fra1|42,80.81.194.42
fra1|20932,80.81.194.44
fra1|31025,80.81.194.46
fra1|20886,80.81.194.48
fra1|60822,80.81.194.49
fra1|31400,80.81.194.50
fra1|48484,80.81.194.51
fra1|8075,80.81.194.52
fra1|29990,80.81.193.53,80.81.194.53
fra1|39737,80.81.194.55
fra1|1764,80.81.194.56
fra1|29140,80.81.194.59
fra1|21345,80.81.194.61
fra1|34695,80.81.194.62
fra1|8513,80.81.194.63
fra1|6910,80.81.194.67
fra1|31242,80.81.194.68
fra1|25279,80.81.194.69
fra1|6682,80.81.194.72
fra1|62955,80.81.194.73
fra1|30833,80.81.194.75
fra1|8544,80.81.194.78
fra1|31027,80.81.194.79
fra1|12329,80.81.194.80
fra1|46786,80.81.194.81
fra1|8222,80.81.194.82
fra1|50384,80.81.194.83
fra1|8262,80.81.194.88
fra1|34953,80.81.194.90
fra1|8403,80.81.194.91
fra1|56654,80.81.194.96
fra1|8302,80.81.194.99
fra1|47692,80.81.194.100
fra1|34347,80.81.194.101
fra1|13445,80.81.194.105
fra1|49544,80.81.194.107
fra1|47764,80.81.194.112
fra1|25291,80.81.194.113
fra1|12552,80.81.194.114
fra1|43561,80.81.194.115
fra1|20485,80.81.194.117
fra1|34288,80.81.194.119
fra1|31122,80.81.194.120
fra1|2119,80.81.194.121
fra1|43727,80.81.194.124
fra1|41552,80.81.194.125
fra1|3910,80.81.194.126
fra1|57463,80.81.194.127
fra1|197071,80.81.194.128
fra1|52320,80.81.194.130
fra1|31543,80.81.194.133
fra1|39702,80.81.194.134
fra1|21476,80.81.194.136
fra1|19679,80.81.194.138
fra1|25220,80.81.194.140
fra1|28676,80.81.194.142
fra1|35432,80.81.194.143
fra1|27381,80.81.194.147
fra1|31216,80.81.194.148
fra1|44444,80.81.194.149
fra1|6667,80.81.192.144,80.81.194.150
fra1|50837,80.81.194.151
fra1|25081,80.81.194.153
fra1|2484,80.81.194.155
fra1|201213,80.81.194.157
fra1|8677,80.81.194.160
fra1|12678,80.81.194.162
fra1|41412,80.81.194.164
fra1|12578,80.81.194.165
fra1|9304,80.81.194.166
fra1|36351,80.81.194.167
fra1|12316,80.81.194.169
fra1|714,80.81.193.202,80.81.193.223,80.81.194.161,80.81.194.171
fra1|30781,80.81.194.172
fra1|6663,80.81.194.173
fra1|35297,80.81.194.174
fra1|16178,80.81.194.175
fra1|61438,80.81.194.176
fra1|12883,80.81.194.177
fra1|199599,80.81.194.178
fra1|198018,80.81.194.111,80.81.194.179
fra1|13335,80.81.194.180
fra1|46489,80.81.193.81,80.81.194.181
fra1|12779,80.81.194.186
fra1|25180,80.81.194.187
fra1|31042,80.81.194.190
fra1|38880,80.81.194.191
fra1|29545,80.81.194.192
fra1|196925,80.81.194.196
fra1|15802,80.81.194.198
fra1|42385,80.81.194.200
fra1|61244,80.81.194.201
fra1|44053,80.81.194.203
fra1|48166,80.81.194.204
fra1|29014,80.81.194.206
fra1|47626,80.81.194.207
fra1|12849,80.81.194.208
fra1|24582,80.81.194.210
fra1|3214,80.81.194.213
fra1|42708,80.81.194.215
fra1|28725,80.81.194.216
fra1|36692,80.81.194.218
fra1|14413,80.81.194.219
fra1|50010,80.81.194.221
fra1|12693,80.81.194.222
fra1|12941,80.81.194.225
fra1|6412,80.81.194.231
fra1|29834,80.81.194.235
fra1|8823,80.81.194.238
fra1|50629,80.81.194.240
fra1|45489,80.81.193.184,80.81.194.241
fra1|9583,80.81.194.243
fra1|50245,80.81.194.246
fra1|3580,80.81.194.247
fra1|31334,80.81.192.249,80.81.193.249,80.81.194.249
fra1|9498,80.81.194.250
fra1|31510,80.81.194.251
fra1|42459,80.81.194.252
fra1|47447,80.81.194.253
fra1|15943,80.81.193.125,80.81.194.255
fra1|15547,80.81.195.0
fra1|39122,80.81.195.1
fra1|20847,80.81.195.3
fra1|47869,80.81.195.5
fra1|34758,80.81.195.8
fra1|12759,80.81.195.10
fra1|12360,80.81.194.18,80.81.195.18
fra1|8455,80.81.195.22
fra1|57976,80.81.195.26
fra1|51254,80.81.195.29
fra1|201701,80.81.195.31
fra1|64049,80.81.195.32
fra1|45352,80.81.195.34
fra1|35710,80.81.195.35
fra1|39216,80.81.195.36
fra1|15133,80.81.194.37,80.81.195.37
fra1|61186,80.81.195.41
fra1|3856,80.81.195.42
fra1|14340,80.81.195.43
fra1|33047,80.81.195.46
fra1|55818,80.81.195.48
fra1|39878,80.81.195.53
fra1|54113,80.81.195.54,80.81.195.55
fra1|33082,80.81.194.57,80.81.195.57
fra1|45102,80.81.195.60
fra1|59655,80.81.195.61
fra1|9116,80.81.194.65,80.81.195.65
fra1|60890,80.81.195.66
fra1|43509,80.81.195.67
fra1|1547,80.81.194.70,80.81.195.70
fra1|28760,80.81.195.75
fra1|39560,80.81.195.80
fra1|20546,80.81.195.84
fra1|60522,80.81.195.85
fra1|16316,80.81.195.86
fra1|50020,80.81.195.88
fra1|198967,80.81.195.90
fra1|6233,80.81.195.98
fra1|13045,80.81.195.102
fra1|13101,80.81.192.83,80.81.195.105
fra1|21161,80.81.195.107
fra1|22356,80.81.195.109
fra1|200278,80.81.195.110
fra1|28330,80.81.195.111
fra1|200062,80.81.195.114
fra1|20676,80.81.192.41,80.81.195.115
fra1|49009,80.81.195.116
fra1|29624,80.81.195.119
fra1|132203,80.81.192.5,80.81.195.120
fra1|58453,80.81.193.51,80.81.195.121
fra1|47254,80.81.192.167,80.81.195.122
fra1|34895,80.81.195.124
fra1|1241,80.81.192.90,80.81.193.231,80.81.194.129,80.81.195.130
fra1|205530,80.81.195.138
fra1|9145,80.81.192.247,80.81.195.139
fra1|3223,80.81.195.144
fra1|33438,80.81.193.40,80.81.195.145
fra1|9318,80.81.194.12,80.81.195.146
fra1|33891,80.81.192.187,80.81.195.147
fra1|20810,80.81.194.226,80.81.195.148
fra1|44927,80.81.195.150
fra1|14061,80.81.193.141,80.81.195.151
fra1|16509,80.81.194.152,80.81.195.152
fra1|39386,80.81.194.159,80.81.195.159
fra1|202053,80.81.195.160
fra1|1836,80.81.195.163
fra1|20940,80.81.192.28,80.81.192.168,80.81.195.168
fra1|12638,80.81.194.170,80.81.195.170
fra1|206313,80.81.195.172
fra1|61098,80.81.195.174
fra1|64096,80.81.195.175
fra1|45899,80.81.195.177
fra1|206356,80.81.195.178
fra1|39351,80.81.195.179
fra1|203536,80.81.195.183
fra1|24429,80.81.195.184
fra1|197965,80.81.195.185
fra1|52873,80.81.195.186
fra1|50157,80.81.195.187
fra1|8881,80.81.193.80,80.81.195.188
fra1|15695,80.81.195.190
fra1|12625,80.81.195.63,80.81.195.195
fra1|197524,80.81.195.198
fra1|43623,80.81.195.199
fra1|49981,80.81.195.203
fra1|9031,80.81.195.204
fra1|28748,80.81.195.215
fra1|58057,80.81.195.219
fra1|200185,80.81.195.229
fra1|27281,80.81.194.194,80.81.195.236
fra1|58552,80.81.195.240
fra1|49697,80.81.195.241
fra1|47950,80.81.195.243
fra1|263009,80.81.195.247
fra1|207063,80.81.195.249
fra1|27471,80.81.196.2
fra1|61157,80.81.192.21,80.81.196.8
fra1|52091,80.81.196.16
fra1|17557,80.81.196.17
fra1|54994,80.81.194.237,80.81.196.21
fra1|39533,80.81.196.22
fra1|8647,80.81.196.32
fra1|19711,80.81.196.35,80.81.196.36
fra1|1828,80.81.196.38
fra1|34872,80.81.196.52
fra1|34936,80.81.196.54
fra1|196610,80.81.196.61
fra1|34641,80.81.196.64
fra1|45474,80.81.196.70
fra1|36459,80.81.196.79,80.81.196.80
fra1|206825,80.81.196.83
fra1|203724,80.81.194.209,80.81.195.4,80.81.196.88
fra1|39835,80.81.196.89
gva1|57859,192.65.185.1,192.65.185.2
gva1|513,192.65.185.3
gva1|30781,192.65.185.139
gva1|286,192.65.185.161
gva1|8220,192.65.185.165
gva1|29424,192.65.185.196
gva1|13335,192.65.185.228
gva1|8674,192.65.185.235,192.65.185.236
gva1|24115,192.65.185.251,192.65.185.252
ham1|9211,80.81.203.1
ham1|8687,80.81.203.2
ham1|21385,80.81.203.3
ham1|35258,80.81.203.5
ham1|12822,80.81.203.8
ham1|286,80.81.203.15
ham1|54994,80.81.203.16
ham1|42965,80.81.203.17
ham1|24640,80.81.203.19
ham1|5605,80.81.203.23
ham1|59507,80.81.203.25
ham1|8804,80.81.203.26
ham1|13237,80.81.203.33
ham1|8881,80.81.203.35
ham1|33891,80.81.203.36
ham1|43623,80.81.203.52
ham1|15695,80.81.203.54
ham1|9145,80.81.203.56
ham1|8551,80.81.203.73,80.81.203.75
ham1|205591,80.81.203.79
ham1|204625,80.81.203.86
ham1|51468,80.81.203.91
ham1|199938,80.81.203.92
ham1|35280,80.81.203.102
ham1|1820,80.81.203.109
ham1|206499,80.81.203.119
ham1|39533,80.81.203.121
ham1|41108,80.81.203.126
ham1|204035,80.81.203.136
ham1|204994,80.81.203.149
ham1|206479,80.81.203.150
ham1|210283,80.81.203.152
ham1|203125,80.81.203.156
ham1|34854,80.81.203.162
ham1|208840,80.81.203.163
ham1|43252,80.81.203.252,80.81.203.253
ham1|49855,185.1.35.5
ham1|3624,185.1.35.14
ham1|42,80.81.203.46,193.42.155.3
ham1|12732,193.42.155.7
ham1|8893,193.42.155.8
ham1|250,193.42.155.10
ham1|15943,80.81.203.37,193.42.155.11
ham1|13101,80.81.203.13,193.42.155.12
ham1|3856,80.81.203.49,193.42.155.18
ham1|31529,193.42.155.21
ham1|25415,193.42.155.25
ham1|48200,80.81.203.135,193.42.155.26
ham1|12731,80.81.203.4,193.42.155.30
ham1|12693,193.42.155.31
ham1|15388,80.81.203.7,193.42.155.34
ham1|29014,193.42.155.41
ham1|15169,80.81.203.34,193.42.155.46
ham1|20940,193.42.155.50
ham1|31334,185.1.35.9,193.42.155.51
ham1|198930,193.42.155.53
ham1|50629,80.81.203.22,185.1.35.3,193.42.155.55
ham1|13335,80.81.203.10,193.42.155.58
ham1|3331,193.42.155.59
ham1|6805,193.42.155.40,193.42.155.60
ham1|21345,193.42.155.64
ham1|49854,193.42.155.66
ham1|50017,193.42.155.70
ham1|49009,80.81.203.24,185.1.35.17,193.42.155.56,193.42.155.76
ham1|20694,80.81.203.27,193.42.155.77
ham1|201785,193.42.155.78
ham1|197473,193.42.155.81
ham1|9033,193.42.155.253,193.42.155.254
hel1|65517,185.1.86.250
hel1|24115,185.1.86.251,185.1.86.252
hel1|43558,193.110.224.10
hel1|5400,193.110.224.12
hel1|1741,193.110.224.14
hel1|6667,193.110.224.18
hel1|16086,193.110.224.20
hel1|30798,193.110.224.22
hel1|24751,193.110.224.28
hel1|13335,185.1.86.11,193.110.224.29
hel1|51728,193.110.224.38
hel1|16302,193.110.224.40
hel1|60116,193.110.224.46
hel1|29422,193.110.224.48
hel1|20904,193.110.224.50
hel1|8075,193.110.224.62
hel1|47605,193.110.224.64
hel1|202053,193.110.224.68
hel1|13170,193.110.224.72
hel1|12630,193.110.224.74
hel1|15830,185.1.86.1,185.1.86.2,193.110.224.76
hel1|58003,193.110.224.78
hel1|26415,193.110.224.84
hkg1|2828,36.255.56.11
hkg1|29791,36.255.56.15
hkg1|9498,36.255.56.26
hkg1|9381,36.255.56.32
hkg1|703,36.255.56.33
hkg1|3908,36.255.56.35
hkg1|18705,36.255.56.38
hkg1|14413,36.255.56.42
hkg1|30419,36.255.56.44
hkg1|27381,36.255.56.58
hkg1|55569,36.255.56.69
hkg1|3257,36.255.56.86
hkg1|198622,36.255.56.89
hkg1|132865,36.255.56.91
hkg1|54312,36.255.56.92
hkg1|26667,36.255.56.93
hkg1|39995,36.255.56.100
hkg1|54113,36.255.56.96,36.255.56.101
hkg1|17978,36.255.56.108
hkg1|10094,36.255.56.116
hkg1|19679,36.255.56.129
hkg1|55743,36.255.56.2,36.255.56.141
hkg1|27471,36.255.56.150,36.255.56.151
hkg1|134366,36.255.56.170
hkg1|15932,36.255.56.177
hkg1|9312,36.255.56.179
hkg1|47254,36.255.56.106,36.255.56.181
hkg1|133865,36.255.56.182,36.255.56.183
hkg1|9848,36.255.56.94,36.255.56.191
hkg1|24516,36.255.56.195
hkg1|33438,36.255.56.198,36.255.56.199
hkg1|24429,36.255.56.204
hkg1|30103,36.255.56.206
hkg1|714,36.255.56.107,36.255.56.207
hkg1|1828,36.255.56.210
hkg1|62955,36.255.56.223
hkg1|24115,36.255.56.253,36.255.56.254
hkg1|54574,36.255.57.3
hkg1|38623,36.255.57.4
hkg1|10122,36.255.57.5,36.255.57.6
hkg1|17676,103.203.158.96,103.203.158.97
hkg1|45899,36.255.56.216,36.255.57.14,103.203.158.104
hkg1|16276,103.203.158.119
hkg1|12389,103.203.158.122
hkg1|59360,103.203.158.245,103.203.158.246
hkg1|58516,103.247.139.1
hkg1|17639,103.247.139.7
hkg1|16509,36.255.56.37,36.255.56.197,103.247.139.10
hkg1|46723,103.247.139.13
hkg1|45903,103.203.158.86,103.247.139.16
hkg1|9621,103.247.139.24
hkg1|63927,103.247.139.25
hkg1|138995,103.247.139.37
hkg1|49544,36.255.56.159,103.203.158.142,103.247.139.38
hkg1|3605,103.247.139.41
hkg1|15133,36.255.56.59,103.203.158.110,103.247.139.52
hkg1|6774,103.247.139.56
hkg1|41798,103.247.139.68
hkg1|55900,103.247.139.69
hkg1|55933,103.247.139.71
hkg1|58580,103.247.139.78
hkg1|58560,103.247.139.125,103.247.139.126
hkg1|4635,123.255.88.1,123.255.88.2
hkg1|3300,123.255.90.16
hkg1|32590,36.255.56.72,123.255.90.17
hkg1|133380,123.255.90.25
hkg1|135025,123.255.90.29
hkg1|4773,123.255.90.30
hkg1|63916,123.255.90.31
hkg1|135391,36.255.56.138,123.255.90.38
hkg1|16265,123.255.90.40
hkg1|63399,123.255.90.45
hkg1|46489,36.255.56.118,36.255.56.119,123.255.90.46,123.255.90.47
hkg1|24088,123.255.90.48
hkg1|24441,123.255.90.50
hkg1|45204,123.255.90.55
hkg1|63631,36.255.56.203,123.255.90.59
hkg1|4609,123.255.90.61
hkg1|133613,103.247.139.3,123.255.90.28,123.255.90.62
hkg1|53813,123.255.90.69,123.255.90.70
hkg1|2635,36.255.56.43,123.255.90.71
hkg1|64096,36.255.56.145,123.255.90.76
hkg1|135373,123.255.90.80
hkg1|19551,123.255.90.82
hkg1|23673,123.255.90.86
hkg1|43996,123.255.90.94
hkg1|8304,123.255.90.96
hkg1|21859,36.255.56.137,123.255.90.97
hkg1|45187,36.255.56.6,36.255.56.25,36.255.56.87,123.255.90.101
hkg1|24482,123.255.90.102
hkg1|8966,36.255.56.134,123.255.90.103
hkg1|137439,123.255.90.107
hkg1|59318,103.247.139.45,123.255.90.109
hkg1|45474,123.255.90.119
hkg1|133448,123.255.90.120
hkg1|4658,123.255.90.122
hkg1|38197,123.255.90.123
hkg1|18106,123.255.90.124
hkg1|55329,123.255.90.125
hkg1|38726,123.255.90.129
hkg1|45430,103.203.158.64,123.255.90.130
hkg1|55967,36.255.56.97,36.255.56.98,123.255.90.131
hkg1|38235,36.255.56.211,123.255.90.134
hkg1|9930,123.255.90.138
hkg1|38478,123.255.90.139
hkg1|23576,123.255.90.141
hkg1|13414,36.255.56.68,103.247.139.53,123.255.90.149
hkg1|45352,123.255.90.160
hkg1|58779,103.247.139.32,123.255.90.74,123.255.90.162
hkg1|45753,123.255.90.165
hkg1|41913,36.255.56.67,103.247.139.8,123.255.90.166
hkg1|55720,123.255.90.60,123.255.90.167
hkg1|135375,123.255.90.170
hkg1|41095,36.255.56.27,103.203.158.26,123.255.90.171
hkg1|131477,123.255.90.174
hkg1|10026,123.255.90.175
hkg1|55350,123.255.90.177
hkg1|4775,36.255.56.75,123.255.90.178
hkg1|36236,123.255.90.179
hkg1|54994,36.255.56.165,123.255.90.43,123.255.90.147,123.255.90.150,123.255.90.186
hkg1|38001,36.255.56.60,123.255.90.188
hkg1|36692,123.255.90.189
hkg1|132506,123.255.90.190
hkg1|9231,123.255.90.191,123.255.90.192
hkg1|7713,36.255.56.45,103.203.158.95,123.255.90.195
hkg1|58599,123.255.90.196
hkg1|45629,36.255.56.49,123.255.90.199
hkg1|45896,123.255.90.200
hkg1|4761,123.255.90.201
hkg1|10030,123.255.90.209
hkg1|131613,123.255.90.211
hkg1|3356,123.255.90.212
hkg1|131685,123.255.90.213
hkg1|38182,123.255.90.214
hkg1|58453,123.255.90.33,123.255.90.215
hkg1|15695,123.255.90.217
hkg1|45910,123.255.90.219
hkg1|12678,123.255.90.220
hkg1|10118,123.255.90.203,123.255.90.223
hkg1|9902,123.255.90.225
hkg1|33531,123.255.90.227
hkg1|24043,123.255.90.236
hkg1|7552,36.255.56.5,36.255.56.34,123.255.90.237
hkg1|3786,36.255.57.2,123.255.90.240
hkg1|36408,123.255.90.243
hkg1|13335,36.255.56.48,103.247.139.50,123.255.90.246
hkg1|38719,123.255.90.247
hkg1|18403,36.255.56.85,103.203.158.58,123.255.90.252
hkg1|15169,36.255.56.12,103.203.158.50,103.247.139.57,123.255.91.10
hkg1|8220,123.255.91.14
hkg1|1273,123.255.91.22
hkg1|3662,123.255.91.23
hkg1|56190,123.255.91.24
hkg1|32787,36.255.56.140,123.255.91.26
hkg1|9924,123.255.91.28
hkg1|38082,36.255.56.20,123.255.91.29
hkg1|23881,123.255.90.65,123.255.90.253,123.255.91.31
hkg1|4862,123.255.91.32
hkg1|45561,123.255.91.43
hkg1|6648,123.255.91.45
hkg1|2687,123.255.91.46
hkg1|45102,36.255.56.114,103.203.158.53,123.255.91.47
hkg1|3661,123.255.91.50
hkg1|19324,123.255.91.54
hkg1|58879,36.255.56.178,123.255.91.56
hkg1|17451,123.255.91.59
hkg1|4760,123.255.90.148,123.255.91.16,123.255.91.25,123.255.91.68
hkg1|9584,123.255.91.69
hkg1|134548,123.255.91.73
hkg1|137922,123.255.91.75
hkg1|22363,123.255.91.76
hkg1|9269,36.255.56.17,103.247.139.9,123.255.91.34,123.255.91.81
hkg1|17709,123.255.91.86
hkg1|4058,123.255.90.115,123.255.91.87
hkg1|4641,123.255.90.238,123.255.91.88
hkg1|22822,36.255.56.1,103.247.139.49,123.255.91.92
hkg1|137989,123.255.90.207,123.255.91.98
hkg1|199524,36.255.56.162,123.255.91.99
hkg1|14537,36.255.56.160,123.255.91.100
hkg1|9304,36.255.56.16,103.247.139.39,123.255.90.140,123.255.90.193,123.255.91.101
hkg1|24151,123.255.91.108
hkg1|59214,123.255.91.112
hkg1|10098,123.255.91.105,123.255.91.116
hkg1|8781,123.255.91.117
hkg1|58552,123.255.91.118
hkg1|8075,36.255.56.4,103.203.158.102,103.247.139.28,123.255.91.120
hkg1|10222,123.255.91.123
hkg1|17924,123.255.91.128
hkg1|9505,36.255.56.66,123.255.91.131
hkg1|44444,36.255.56.39,123.255.91.140
hkg1|17444,123.255.91.142
hkg1|9658,36.255.56.161,123.255.91.80,123.255.91.145
hkg1|3303,123.255.91.146
hkg1|56059,123.255.91.151
hkg1|45496,123.255.91.153
hkg1|10099,123.255.91.154
hkg1|17619,123.255.91.157
hkg1|135423,123.255.91.160
hkg1|55821,123.255.91.166
hkg1|4780,123.255.91.167
hkg1|17819,36.255.56.252,123.255.91.168
hkg1|23930,36.255.56.10,103.203.158.44,123.255.91.170
hkg1|132203,36.255.56.70,36.255.56.71,36.255.56.120,36.255.56.121,123.255.90.106,123.255.90.151,123.255.90.152,123.255.90.153,123.255.90.154,123.255.90.173,123.255.91.173
hkg1|64050,123.255.91.177
hkg1|31529,123.255.91.181
hkg1|10310,36.255.56.64,103.203.158.39,123.255.91.183,123.255.91.184
hkg1|9534,123.255.91.185
hkg1|36631,123.255.91.186
hkg1|1239,123.255.91.187
hkg1|132721,123.255.91.188
hkg1|7617,123.255.90.126,123.255.91.130,123.255.91.193
hkg1|55769,123.255.91.194
hkg1|15412,36.255.56.24,103.247.139.42,123.255.91.196
hkg1|13150,123.255.91.197
hkg1|8674,123.255.91.198
hkg1|18366,123.255.91.201
hkg1|23709,123.255.91.200,123.255.91.202
hkg1|206264,103.247.139.72,123.255.91.203
hkg1|38195,36.255.56.188,123.255.91.207
hkg1|4646,123.255.91.208
hkg1|24077,123.255.91.211
hkg1|38040,123.255.91.214
hkg1|9908,123.255.90.89,123.255.90.245,123.255.91.215,123.255.91.216
hkg1|55818,123.255.91.220
hkg1|58511,123.255.91.223
hkg1|42,123.255.91.225
hkg1|3856,123.255.91.226
hkg1|9264,123.255.91.227
hkg1|20940,36.255.56.102,103.247.139.17,123.255.90.169,123.255.90.184,123.255.91.95,123.255.91.169,123.255.91.230
hkg1|6619,123.255.91.232
hkg1|134705,36.255.56.186,123.255.91.235
hkg1|7610,123.255.91.236
hkg1|17579,123.255.91.237
hkg1|7497,123.255.91.238
hkg1|36351,36.255.56.40,123.255.91.241
hkg1|7540,123.255.91.244,123.255.91.246
hkg1|13445,123.255.91.251
hkg1|9821,123.255.91.252
hkg1|136907,123.255.92.11,123.255.92.12
hkg1|18013,123.255.92.13
hkg1|133142,123.255.91.90,123.255.92.16
hkg1|18126,123.255.92.19
hkg1|58730,123.255.92.22
hkg1|139611,123.255.92.29
hkg1|9729,210.184.127.1,210.184.127.2,210.184.127.5
hkg1|45932,123.255.91.84,210.184.127.45
hkg1|53727,123.255.90.248,210.184.127.46
hkg1|58451,123.255.90.118,123.255.90.135,210.184.127.47
hnl1|19035,206.197.210.10
hnl1|26415,206.197.210.16
hnl1|55943,206.197.210.17
hnl1|668,206.197.210.27
hnl1|20940,206.197.210.32
hnl1|54415,206.197.210.33
hnl1|209,206.197.210.35
hnl1|8075,206.197.210.37
hnl1|14767,206.197.210.50
ind1|13681,206.53.139.2,206.53.139.3
ind1|63060,206.53.139.7
ind1|20940,206.53.139.22
ind1|3856,206.53.139.24
ind1|42,206.53.139.25
ind1|11990,206.53.139.30
ind1|13335,206.53.139.34
ind1|395126,206.53.139.35
ind1|396841,206.53.139.37
ind1|18615,206.53.139.39
ind1|40604,206.53.139.41
ind1|33725,206.53.139.46
ind1|19151,206.53.139.47
ind1|11550,206.53.139.52
jib1|26415,196.223.38.200
jib1|37775,196.223.38.202,196.223.38.203
jib1|54994,196.223.38.205
jib1|13335,196.223.38.207
jnb1|2635,196.60.8.10
jnb1|328068,196.60.8.15,196.60.8.16
jnb1|328077,196.60.8.18
