#This ducoment lists the peering ASes of Hurricane Electric via IXP at each border router.
#Format:
#border router|peering ASN,<list of neighbor addresses (separated by comma)>
sin1|45494,27.111.228.161
sin1|23576,27.111.228.165
sin1|10158,27.111.228.166
sin1|38880,27.111.228.169
sin1|41690,27.111.228.175
sin1|38753,27.111.228.177
sin1|2518,27.111.228.180
sin1|13445,27.111.228.182
sin1|21859,27.111.228.183
sin1|29990,27.111.228.179,27.111.228.184
sin1|38466,27.111.228.185
sin1|14907,27.111.228.186
sin1|17666,27.111.228.189
sin1|14413,27.111.228.190
sin1|63541,27.111.228.193
sin1|2497,27.111.228.196
sin1|59318,27.111.228.197
sin1|132876,27.111.228.198
sin1|136743,27.111.228.203
sin1|133410,27.111.228.204
sin1|133385,27.111.228.139,27.111.228.205
sin1|63927,27.111.228.206
sin1|9902,27.111.228.211
sin1|58552,27.111.228.212
sin1|58436,27.111.228.216
sin1|3257,27.111.228.217
sin1|46786,27.111.228.218
sin1|43996,27.111.228.223
sin1|45474,27.111.228.225
sin1|59605,27.111.228.227
sin1|58453,27.111.228.221,27.111.228.228
sin1|36630,27.111.228.230
sin1|55967,27.111.228.237
sin1|133840,27.111.228.241
sin1|10094,27.111.228.251
sin1|10089,27.111.228.252
sin1|40627,27.111.229.3
sin1|19679,27.111.229.7
sin1|58430,27.111.229.8
sin1|18001,27.111.229.10
sin1|62597,27.111.229.11
sin1|63516,27.111.229.15
sin1|50010,27.111.229.21
sin1|27471,27.111.229.28,27.111.229.29
sin1|36131,27.111.229.31
sin1|135391,27.111.229.35
sin1|15932,27.111.229.37
sin1|8529,27.111.229.38
sin1|45899,27.111.228.103,27.111.229.44
sin1|23673,27.111.229.47
sin1|47254,27.111.229.49,27.111.229.50
sin1|132203,27.111.229.51
sin1|63916,27.111.229.56
sin1|38193,27.111.229.58
sin1|21321,27.111.229.59
sin1|3356,27.111.229.64
sin1|6774,27.111.229.66
sin1|55329,27.111.229.69
sin1|131219,27.111.229.70
sin1|3300,27.111.229.73
sin1|38623,27.111.229.83
sin1|7862,27.111.229.84
sin1|38740,27.111.229.87
sin1|58599,27.111.229.88
sin1|19324,27.111.229.91
sin1|27381,27.111.229.102
sin1|58952,27.111.229.109
sin1|24516,27.111.229.111
sin1|4862,27.111.229.115
sin1|45489,27.111.228.118,27.111.229.117
sin1|24207,27.111.229.118
sin1|20473,27.111.229.119
sin1|8220,27.111.229.123
sin1|27281,27.111.229.25,27.111.229.32,27.111.229.124,27.111.229.125
sin1|33438,27.111.229.26,27.111.229.128
sin1|17806,27.111.229.135
sin1|63956,27.111.229.136
sin1|34655,27.111.229.137
sin1|24429,27.111.229.140
sin1|137831,27.111.229.144,27.111.229.145
sin1|57976,27.111.229.147
sin1|137236,27.111.229.152
sin1|63631,27.111.229.154
sin1|45558,27.111.229.131,27.111.229.155
sin1|34309,27.111.229.156
sin1|200981,27.111.229.153,27.111.229.157
sin1|36236,27.111.229.161
sin1|137922,27.111.229.168,27.111.229.169
sin1|36062,27.111.229.162,27.111.229.173
sin1|58511,27.111.229.175
sin1|55769,27.111.229.178
sin1|4764,27.111.229.181
sin1|138699,27.111.229.190
sin1|38757,27.111.229.193
sin1|55482,27.111.229.209
sin1|15695,27.111.228.191,27.111.229.223
sin1|138840,27.111.229.247
sin1|134618,27.111.230.2
sin1|133865,27.111.230.1,27.111.230.5
sin1|139225,27.111.230.6
sin1|55518,103.16.102.12,103.16.102.13
sin1|38001,27.111.228.86,103.16.102.22
sin1|133535,103.16.102.24
sin1|19807,103.16.102.25
sin1|4773,27.111.228.58,103.16.102.27
sin1|9226,103.16.102.29
sin1|24482,27.111.228.159,103.16.102.30
sin1|17547,27.111.228.16,103.16.102.38
sin1|29791,27.111.228.50,103.16.102.44
sin1|29606,103.16.102.45
sin1|45796,27.111.228.192,103.16.102.51
sin1|58601,27.111.228.248,103.16.102.52
sin1|45498,103.16.102.54
sin1|56308,27.111.228.84,27.111.228.156,103.16.102.60
sin1|3908,27.111.228.11,103.16.102.62
sin1|132816,103.16.102.65
sin1|23936,103.16.102.66
sin1|42909,103.16.102.68
sin1|24538,103.16.102.74
sin1|134078,103.16.102.82
sin1|138068,27.111.229.122,103.16.102.88
sin1|59238,103.16.102.99
sin1|64049,27.111.228.124,27.111.228.174,103.16.102.95,103.16.102.100
sin1|3303,103.16.102.102
sin1|64050,27.111.229.163,103.16.102.108
sin1|53334,103.16.102.109
sin1|136907,103.16.102.111,103.16.102.113
sin1|32590,27.111.228.176,103.16.102.98,103.16.102.119
sin1|136764,103.16.102.121
sin1|56172,103.16.102.129
sin1|13150,103.16.102.131
sin1|62955,27.111.228.162,103.16.102.132
sin1|134835,103.16.102.133
sin1|54113,27.111.228.34,27.111.228.38,103.16.102.135,103.16.102.136
sin1|138608,103.16.102.138
sin1|54994,27.111.228.96,27.111.229.197,103.16.102.142
sin1|45259,103.16.102.144
sin1|135360,103.16.102.146
sin1|61292,103.16.102.147
sin1|38758,27.111.228.164,103.16.102.149
sin1|63832,103.41.12.1,103.41.12.2
sin1|14061,27.111.228.201,27.111.229.164,103.16.102.73,103.41.12.8
sin1|44444,27.111.228.144,103.41.12.15
sin1|22822,103.41.12.16
sin1|20940,27.111.228.102,27.111.228.250,103.16.102.77,103.41.12.18
sin1|714,27.111.228.107,27.111.228.242,103.16.102.114,103.16.102.118,103.41.12.14,103.41.12.19
sin1|35908,103.41.12.20
sin1|132132,27.111.228.151,103.16.102.79,103.41.12.21
sin1|38195,27.111.229.43,103.16.102.76,103.41.12.26
sin1|58580,103.41.12.27
sin1|134363,27.111.228.231,103.41.12.28
sin1|46489,27.111.229.36,27.111.229.46,103.41.12.31,103.41.12.32
sin1|14127,103.41.12.34
sin1|134697,103.41.12.41
sin1|7604,103.41.12.43
sin1|38595,103.41.12.44
sin1|138009,103.119.232.1,103.119.232.2
sin1|132241,103.119.232.52
sin1|132372,103.119.232.53
sin1|133421,103.119.232.54
sin1|56286,103.119.232.56
sin1|3856,27.111.228.2,103.16.102.43,103.119.232.58
sin1|56140,103.119.232.59
sin1|138040,103.119.232.60
sin1|138359,103.119.232.61
sin1|45839,103.119.232.64
sin1|132326,103.119.232.73
sin1|38280,103.119.232.76,103.119.232.77
sin1|132531,103.119.232.80
sin1|46015,103.119.232.81
sin1|1828,27.111.229.195,103.119.232.83
sin1|13414,27.111.228.113,27.111.228.229,103.119.232.86
sin1|38082,27.111.228.76,103.16.102.46,103.231.152.17
sin1|131285,103.231.152.18
sin1|45430,27.111.228.64,103.16.102.50,103.231.152.28
sin1|38158,27.111.228.31,103.231.152.29
sin1|13335,27.111.228.132,103.16.102.93,103.41.12.6,103.231.152.33
sin1|199524,27.111.228.222,103.41.12.35,103.231.152.34
sin1|10310,27.111.228.3,27.111.228.131,103.16.102.37,103.16.102.105,103.41.12.30,103.231.152.41,103.231.152.42
sin1|41095,27.111.228.173,103.231.152.62
sin1|45102,27.111.228.126,103.16.102.127,103.231.152.63
sin1|2635,27.111.228.209,103.231.152.81
sin1|18403,27.111.229.5,103.16.102.85,103.231.152.103
sin1|4761,27.111.228.142,27.111.228.247,103.231.152.105
sin1|15133,27.111.228.67,103.41.12.11,103.231.152.116,103.231.152.117
sin1|16276,27.111.228.106,103.16.102.120,103.231.152.119
sin1|45903,27.111.228.152,103.231.152.123
sin1|49544,27.111.229.225,103.16.102.158,103.231.152.143
sin1|59360,103.231.155.245,103.231.155.246
sin1|7610,198.32.141.11
sin1|4844,27.111.228.26,103.16.102.26,198.32.141.16
sin1|42,27.111.228.1,103.16.102.42,103.41.12.22,103.119.232.57,198.32.141.19
sin1|23711,198.32.141.26,198.32.141.27
sin1|703,27.111.228.24,198.32.141.29
sin1|15169,27.111.228.30,103.16.102.64,103.41.12.7,103.231.152.35,198.32.141.140
sin1|8075,27.111.228.57,27.111.229.172,103.16.102.23,103.231.152.101,198.32.141.141
sin1|55818,27.111.228.37,103.16.102.61,103.231.152.16,198.32.141.147
sin1|16509,27.111.228.87,27.111.228.215,103.16.102.36,198.32.141.150
sin1|4775,103.16.102.40,198.32.141.159
sin1|4628,27.111.228.82,103.16.102.96,198.32.141.165
sjc1|17117,206.41.106.4
sjc1|32354,206.41.106.12
sjc1|20940,206.41.106.16
sjc1|7065,206.41.106.25
sjc1|6994,206.41.106.28
sjc1|54042,206.41.106.32
sjc1|36080,206.41.106.44
sjc1|3856,206.41.106.51
sjc1|42,206.41.106.52
sjc1|55651,206.41.106.53
sjc1|54825,206.41.106.54
sjc1|10310,206.41.106.57
sjc1|13335,206.41.106.62
sjc1|29791,206.41.106.64
sjc1|26914,206.41.106.67
sjc1|14340,206.41.106.70
sjc1|8075,206.41.106.72
sjc1|7575,206.51.41.2
sjc1|13917,206.51.41.9
sjc1|14361,206.51.41.10
sjc1|16406,206.51.41.17
sjc1|33597,206.51.41.27
sjc1|33353,206.51.41.41
sjc1|30103,206.51.41.51
sjc1|27647,206.51.41.58
sjc1|20473,206.51.41.60
sjc1|135069,206.41.106.69,206.51.41.63
sjc1|15436,206.51.41.73
sjc1|33452,206.51.41.74
sjc1|394738,206.41.106.73,206.51.41.157
sjc1|2734,206.51.41.244
sjc2|20021,206.223.116.3
sjc2|29791,206.223.116.4
sjc2|64208,206.223.116.7
sjc2|19108,206.223.116.8
sjc2|14492,206.223.116.13
sjc2|62537,206.223.116.14,206.223.116.15
sjc2|8075,206.223.116.17
sjc2|19151,206.223.116.18
sjc2|6327,206.223.116.20
sjc2|15169,206.223.116.21
sjc2|23393,206.223.116.24
sjc2|54312,206.223.116.27
sjc2|55219,206.223.116.28,206.223.116.31
sjc2|7065,206.223.116.35
sjc2|4323,206.223.116.36
sjc2|26667,206.223.116.40
sjc2|27281,206.223.116.41,206.223.116.42
sjc2|62597,206.223.116.44
sjc2|15211,206.223.116.49,206.223.116.50
sjc2|33438,206.223.116.51,206.223.116.52
sjc2|109,206.223.116.53
sjc2|58511,206.223.116.54
sjc2|57976,206.223.116.55
sjc2|63399,206.223.116.56
sjc2|393220,206.223.116.57
sjc2|17012,206.223.116.60
sjc2|7862,206.223.116.63
sjc2|33011,206.223.116.64
sjc2|200077,206.223.116.65
sjc2|54113,206.223.116.69,206.223.116.70
sjc2|40627,206.223.116.71
sjc2|45102,206.223.116.74
sjc2|40428,206.223.116.75
sjc2|16880,206.223.116.34,206.223.116.76
sjc2|32808,206.223.116.77
sjc2|22518,206.223.116.78,206.223.116.79
sjc2|1239,206.223.116.80
sjc2|13868,206.223.116.84
sjc2|53780,206.223.116.88
sjc2|14413,206.223.116.90
sjc2|5091,206.223.116.96
sjc2|286,206.223.116.99
sjc2|13414,206.223.116.94,206.223.116.101
sjc2|8403,206.223.116.102
sjc2|36236,206.223.116.103
sjc2|33353,206.223.116.107
sjc2|25605,206.223.116.106,206.223.116.108
sjc2|62642,206.223.116.112
sjc2|33419,206.223.116.113
sjc2|15305,206.223.116.122
sjc2|22822,206.223.116.123
sjc2|62955,206.223.116.124
sjc2|395363,206.223.116.105,206.223.116.125
sjc2|44444,206.223.116.126
sjc2|25751,206.223.116.46,206.223.116.128
sjc2|44654,206.223.116.129
sjc2|16740,206.223.116.131
sjc2|13445,206.223.116.132
sjc2|32787,206.223.116.136
sjc2|31800,206.223.116.138
sjc2|47254,206.223.116.5,206.223.116.139
sjc2|54994,206.223.116.140
sjc2|46562,206.223.116.141
sjc2|3300,206.223.116.144
sjc2|14589,206.223.116.147
sjc2|54588,206.223.116.116,206.223.116.148
sjc2|10310,206.223.116.16,206.223.116.150
sjc2|46950,206.223.116.155
sjc2|6507,206.223.116.158
sjc2|16265,206.223.116.161
sjc2|43531,206.223.116.162
sjc2|14340,206.223.116.165
sjc2|6614,206.223.116.167,206.223.116.168
sjc2|32614,206.223.116.171
sjc2|21808,206.223.116.172
sjc2|36351,206.223.116.176
sjc2|27471,206.223.116.180,206.223.116.181
sjc2|11404,206.223.116.182
sjc2|132203,206.223.116.184
sjc2|30640,206.223.116.188
sjc2|19679,206.223.116.185,206.223.116.189
sjc2|297,206.223.116.190
sjc2|16276,206.223.116.193
sjc2|16591,206.223.116.195
sjc2|2635,206.223.116.197
sjc2|11796,206.223.116.199
sjc2|11414,206.223.116.202
sjc2|9269,206.223.116.203
sjc2|30419,206.223.116.205
sjc2|29834,206.223.116.207
sjc2|27381,206.223.116.209
sjc2|19551,206.223.116.210
sjc2|7029,206.223.116.213
sjc2|36692,206.223.116.215
sjc2|21740,206.223.116.100,206.223.116.216
sjc2|18541,206.223.116.220
sjc2|198018,206.223.116.200,206.223.116.229
sjc2|199524,206.223.116.232
sjc2|12989,206.223.116.234
sjc2|16509,206.223.116.177,206.223.116.236
sjc2|13335,206.223.116.237
sjc2|45758,206.223.116.238
sjc2|54661,206.223.116.239
sjc2|23310,206.223.116.240
sjc2|3292,206.223.116.244
sjc2|8966,206.223.116.247
sjc2|714,206.223.116.248
sjc2|40526,206.223.116.173,206.223.116.249
sjc2|14609,206.223.116.254
sjc2|7850,206.223.117.5
sjc2|41095,206.223.117.9
sjc2|11071,206.223.117.10
sjc2|54825,206.223.117.17
sjc2|63440,206.223.116.110,206.223.117.18
sjc2|45474,206.223.117.27
sjc2|36131,206.223.117.29
sjc2|14203,206.223.117.31
sjc2|38040,206.223.117.41
sjc2|46450,206.223.117.44
sjc2|31939,206.223.117.46
sjc2|46276,206.223.117.52
sjc2|64096,206.223.117.53
sjc2|14630,206.223.117.57,206.223.117.58
sjc2|668,206.223.117.62
sjc2|14061,206.223.117.65
sjc2|38195,206.223.117.66
sjc2|8220,206.223.117.67
sjc2|22634,206.223.117.70
sjc2|24429,206.223.117.73
sjc2|1828,206.223.117.74
sjc2|32354,206.223.117.85
sjc2|64050,206.223.117.87
sjc2|35280,206.223.117.89
sjc2|24115,206.223.117.251,206.223.117.252
slc1|11071,204.228.158.3
slc1|210,204.228.158.6
slc1|54329,204.228.158.7
slc1|11475,204.228.158.8
slc1|16591,204.228.158.9
slc1|29844,204.228.158.11
slc1|13739,204.228.158.12
slc1|11798,204.228.158.15
slc1|30247,204.228.158.16
slc1|13335,204.228.158.17
slc1|46489,204.228.158.19,204.228.158.22
slc1|19045,204.228.158.23
slc1|19754,204.228.158.24
slc1|15305,204.228.158.25
sof1|47748,91.212.235.35
sof1|51018,91.212.235.54
sof1|59899,91.212.235.1,91.212.235.100
sof1|29084,185.1.30.49
sof1|38924,185.1.30.53
sof1|39766,185.1.30.87
sof1|16154,185.1.40.12
sof1|41059,185.1.40.1,185.1.40.254
sof1|39184,193.169.198.65
sof1|44217,193.169.198.72
sof1|8075,185.1.30.58,193.169.198.74
sof1|34772,193.169.198.82
sof1|1241,193.169.198.94
sof1|8932,91.212.235.26,193.169.198.98
sof1|50866,193.169.198.106
sof1|8262,193.169.198.108
sof1|20682,193.169.198.138
sof1|31287,193.169.198.140,193.169.198.141
sof1|24750,193.169.198.146
sof1|59620,193.169.198.148,193.169.198.149
sof1|38932,193.169.198.153
sof1|31293,193.169.198.154,193.169.198.155
sof1|42248,193.169.198.158
sof1|34984,193.169.198.180
sof1|197216,193.169.198.187
sof1|206776,193.169.198.191
sof1|31029,193.169.198.193
sof1|51582,193.169.198.196
sof1|41313,193.169.198.199
sof1|39251,193.169.198.210,193.169.198.211
sof1|8431,193.169.198.212,193.169.198.213
sof1|20911,193.169.198.215
sof1|43205,91.212.235.8,185.1.30.33,193.169.198.224
sof1|25374,193.169.198.225
sof1|31298,185.1.30.48,193.169.198.233
sof1|202276,193.169.198.244,193.169.198.245
sof1|15669,193.169.198.10,193.169.199.10
sof1|34224,193.218.0.9,193.218.0.10
sof1|43068,193.218.0.13
sof1|34754,193.218.0.26
sof1|60039,193.218.0.27
sof1|34577,193.218.0.31
sof1|42,185.1.40.37,193.169.198.202,193.218.0.35
sof1|3245,185.1.30.34,193.218.0.38
sof1|57976,193.218.0.39
sof1|31250,193.218.0.53
sof1|3856,185.1.40.38,193.169.198.201,193.218.0.55
sof1|20956,193.218.0.65
sof1|6774,193.218.0.68
sof1|15169,91.212.235.30,185.1.40.15,193.218.0.88,193.218.0.90
sof1|20940,193.169.198.88,193.218.0.91
sof1|60725,193.218.0.112
sof1|32590,193.218.0.126
sof1|8966,193.218.0.163
sof1|48011,193.218.0.166
sof1|209702,193.218.0.169
sof1|10310,193.218.0.172
sof1|57463,193.218.0.100,193.218.0.200
sof1|43561,193.169.198.218,217.174.157.17
sof1|199364,185.1.30.29,217.174.157.21
sof1|35761,193.169.198.176,217.174.157.66
sof1|13335,91.212.235.40,185.1.40.27,193.169.198.68,193.218.0.70,217.174.157.67
sof1|50360,185.1.30.84,217.174.157.84
sof1|57344,217.174.157.111,217.174.157.120
sof1|59900,185.1.30.1,185.1.30.254,217.174.157.1,217.174.157.254
stl1|13681,206.71.10.2
stl1|19754,206.71.10.4
stl1|13335,206.71.10.6
stl1|395886,206.71.10.11
stl1|40181,206.71.10.12
stl1|3856,206.71.10.13
stl1|42,206.71.10.14
stl1|22926,206.71.10.16
stl1|18531,206.71.10.17
stl1|54037,206.71.10.21
stl1|32097,206.83.12.1
stl1|7393,206.83.12.12
stl1|27467,206.83.12.15
stl1|46389,206.83.12.253,206.83.12.254
sto1|16321,109.239.136.28
sto1|3326,109.239.136.57
sto1|31277,109.239.136.63
sto1|44923,109.239.136.14,109.239.136.86
sto1|34602,109.239.136.116
sto1|60764,109.239.136.122
sto1|28968,109.239.136.125
sto1|60691,109.239.136.185
sto1|47914,109.239.136.168,109.239.136.217
sto1|48276,109.239.137.33
sto1|52091,109.239.137.60
sto1|57073,109.239.137.124
sto1|48061,109.239.137.239
sto1|41691,109.239.136.167,178.18.224.4
sto1|47438,178.18.224.6
sto1|44843,178.18.224.13
sto1|25408,178.18.224.17
sto1|8595,178.18.224.18
sto1|35000,178.18.224.36
sto1|200015,178.18.224.40
sto1|16094,178.18.224.41
sto1|49505,178.18.224.42
sto1|51343,178.18.224.46
sto1|8615,178.18.224.47
sto1|43267,178.18.224.8,178.18.224.55
sto1|13094,178.18.224.61
sto1|50222,178.18.224.65
sto1|48076,178.18.224.67
sto1|50581,178.18.224.84
sto1|6858,109.239.136.104,178.18.224.93
sto1|56592,178.18.224.97
sto1|44882,178.18.224.102
sto1|44030,178.18.224.103
sto1|2854,178.18.224.112
sto1|44050,178.18.224.114
sto1|41446,178.18.224.129
sto1|208415,178.18.224.134
sto1|62356,178.18.224.137
sto1|199805,178.18.224.141
sto1|198610,178.18.224.143
sto1|60265,178.18.224.149,178.18.224.150
sto1|60357,109.239.136.189,178.18.224.154
sto1|41798,178.18.224.157
sto1|41722,178.18.224.167
sto1|31040,178.18.224.168
sto1|49542,178.18.224.48,178.18.224.171
sto1|60771,178.18.224.181
sto1|198342,178.18.224.194
sto1|50340,178.18.224.197
sto1|48287,178.18.224.199
sto1|59730,109.239.136.136,178.18.224.39,178.18.224.216
sto1|47551,178.18.224.222
sto1|8449,178.18.224.226
sto1|51077,178.18.224.237
sto1|16276,178.18.224.252
sto1|34527,178.18.225.0
sto1|56630,178.18.224.239,178.18.225.2
sto1|197482,178.18.224.215,178.18.225.8
sto1|12722,178.18.225.17
sto1|49588,178.18.225.18
sto1|3261,178.18.225.27
sto1|51904,178.18.225.33
sto1|47441,178.18.225.44
sto1|12690,178.18.225.67
sto1|47481,178.18.225.109
sto1|39900,178.18.225.12,178.18.225.110
sto1|21030,178.18.225.114
sto1|62241,178.18.225.117
sto1|8636,178.18.225.143
sto1|57695,109.239.137.157,109.239.137.158,178.18.225.248,178.18.225.250
sto1|34456,178.18.226.12
sto1|6679,178.18.226.15
sto1|42511,178.18.226.22
sto1|49335,178.18.226.25
sto1|42632,109.239.136.37,178.18.224.33,178.18.226.32
sto1|5537,178.18.226.45
sto1|8331,178.18.226.66
sto1|57629,178.18.226.58,178.18.226.74
sto1|51028,178.18.226.111
sto1|197888,178.18.224.123,178.18.224.124,178.18.226.121,178.18.226.122
sto1|41268,178.18.226.132
sto1|47764,109.239.137.248,109.239.137.249,178.18.226.33,178.18.226.141
sto1|20655,178.18.226.145
sto1|24638,178.18.226.152
sto1|34700,178.18.226.172
sto1|60299,178.18.226.191
sto1|43146,178.18.226.207
sto1|12773,178.18.226.212
sto1|47694,178.18.226.219
sto1|48347,178.18.226.221
sto1|61400,178.18.226.235,178.18.226.243
sto1|29226,178.18.226.249
sto1|50952,178.18.224.100,178.18.227.100
sto1|65517,185.1.107.250
sto1|24115,185.1.107.251,185.1.107.252
sto1|42695,192.121.80.20
sto1|201146,192.121.80.29
sto1|24668,192.121.80.37
sto1|59750,192.121.80.43
sto1|48767,192.121.80.49
sto1|204179,192.121.80.52
sto1|203975,192.121.80.56
sto1|39806,192.121.80.58
sto1|62183,192.121.80.60
sto1|28931,192.121.80.64,192.121.80.65
sto1|48579,192.121.80.66
sto1|54113,192.121.80.71,192.121.80.72
sto1|203605,192.121.80.80
sto1|203038,192.121.80.88
sto1|43853,192.121.80.96
sto1|29468,192.121.80.99
sto1|206774,192.121.80.101
sto1|51132,192.121.80.104
sto1|8769,192.121.80.105
sto1|48220,192.121.80.106
sto1|33886,192.121.80.129
sto1|12381,192.121.80.147
sto1|50066,192.121.80.164
sto1|30880,192.121.80.156,192.121.80.171
sto1|51040,192.121.80.181
sto1|42303,192.121.80.189,192.121.80.190
sto1|196967,192.121.80.192
sto1|44123,192.121.80.197
sto1|51701,192.121.80.198
sto1|15830,185.1.107.1,185.1.107.2,192.121.80.207
sto1|49232,192.121.80.209
sto1|49079,192.121.80.218
sto1|50572,192.121.80.221
sto1|198549,192.121.80.227
sto1|199150,192.121.80.228,192.121.80.229
sto1|51929,192.121.80.234
sto1|50168,192.121.80.247
sto1|21485,192.121.80.44,193.110.12.150
sto1|25466,193.110.13.68
sto1|25473,192.121.80.141,193.110.12.100,193.110.13.100
sto1|41281,193.110.13.105
sto1|8896,192.121.80.170,193.110.13.114
sto1|50821,192.121.80.188,193.110.13.116
sto1|198093,192.121.80.46,192.121.80.225,193.110.13.126
sto1|197595,192.121.80.201,193.110.13.127
sto1|50304,192.121.80.212,193.110.13.134
sto1|50989,193.110.12.143,193.110.13.143
sto1|24589,193.110.13.146
sto1|60662,192.121.80.61,193.110.12.154,193.110.13.154
sto1|52173,193.110.13.158
sto1|42237,192.121.80.86,193.110.13.160
sto1|51807,193.110.13.165
sto1|12939,192.121.80.142,193.110.13.234
sto1|702,194.68.123.81
sto1|199121,194.68.123.118
sto1|12654,194.68.123.147
sto1|197000,194.68.123.174
sto1|31529,194.68.123.201
sto1|57976,194.68.123.6,194.68.128.6
sto1|198463,194.68.123.8,194.68.128.8
sto1|714,185.1.107.29,185.1.107.30,194.68.123.9,194.68.128.9
sto1|2874,194.68.123.17,194.68.128.17
sto1|1257,194.68.123.21,194.68.128.21
sto1|10310,185.1.107.40,192.121.80.93,192.121.80.94,194.68.123.30,194.68.128.30
sto1|50986,192.121.80.177,194.68.123.31,194.68.128.31
sto1|59835,194.68.123.36,194.68.128.36
sto1|51430,194.68.123.39,194.68.128.39
sto1|2686,194.68.123.44,194.68.128.44
sto1|43809,192.121.80.108,194.68.123.45,194.68.128.45
sto1|57208,192.121.80.55,194.68.123.48,194.68.128.48
sto1|12714,194.68.123.58,194.68.128.58
sto1|2635,194.68.123.63,194.68.128.63
sto1|32787,194.68.123.70,194.68.128.70
sto1|24940,194.68.123.71,194.68.128.71
sto1|47869,192.121.80.223,194.68.123.84,194.68.128.84
sto1|8473,194.68.123.85,194.68.128.85
sto1|25178,194.68.123.90,194.68.128.90
sto1|47708,192.121.80.184,194.68.128.93
sto1|205206,194.68.128.97
sto1|8220,194.68.123.104,194.68.128.104
sto1|5400,194.68.123.109,194.68.128.109
sto1|1820,109.239.137.179,109.239.137.181,109.239.137.182,178.18.226.47,178.18.226.48,194.68.123.113,194.68.128.113
sto1|15169,109.239.137.233,109.239.137.237,178.18.225.42,192.121.80.47,193.110.13.102,194.68.123.115,194.68.128.115
sto1|3303,194.68.123.116,194.68.128.116
sto1|33891,192.121.80.18,194.68.123.117,194.68.128.117
sto1|44444,192.121.80.68,194.68.123.131,194.68.128.131
sto1|3238,194.68.123.135,194.68.128.135
sto1|6667,192.121.80.213,194.68.123.136,194.68.128.136
sto1|13189,193.110.13.69,194.68.123.138,194.68.128.138
sto1|36236,194.68.123.139,194.68.128.139
sto1|29518,194.68.123.148,194.68.128.148
sto1|2116,194.68.123.149,194.68.128.149
sto1|3216,194.68.123.151,194.68.128.151
sto1|16086,192.121.80.54,192.121.80.248,194.68.123.152,194.68.128.152
sto1|9002,194.68.123.157,194.68.128.157
sto1|16265,192.121.80.32,194.68.123.160,194.68.128.160
sto1|8359,194.68.123.161,194.68.128.161
sto1|44034,194.68.123.166,194.68.128.166
sto1|22822,194.68.123.167,194.68.128.167
sto1|16253,194.68.123.169,194.68.128.169
sto1|20940,194.68.123.170,194.68.128.170
sto1|50245,194.68.123.178,194.68.128.178
sto1|12389,194.68.123.182,194.68.128.182
sto1|27471,194.68.123.185,194.68.128.185
sto1|12041,194.68.123.189,194.68.128.189
sto1|47155,194.68.123.190,194.68.128.190
sto1|199524,178.18.226.217,194.68.123.191,194.68.128.191
sto1|31500,109.239.137.0,109.239.137.254,193.110.12.111,193.110.13.111,194.68.123.195,194.68.128.195
sto1|198612,194.68.123.198,194.68.128.198
sto1|47541,109.239.137.241,109.239.137.242,109.239.137.250,194.68.123.204,194.68.128.204
sto1|43893,192.121.80.154,194.68.123.210,194.68.128.210
sto1|13194,194.68.123.211,194.68.128.211
sto1|14413,194.68.123.217,194.68.128.217
sto1|51468,194.68.123.221,194.68.128.221
sto1|394354,192.121.80.62,193.110.13.155,194.68.123.237,194.68.128.237
sto1|8403,194.68.123.238,194.68.128.238
sto1|48519,194.68.123.241,194.68.128.241
sto1|50923,194.68.123.243,194.68.128.243
sto1|13335,109.239.136.210,178.18.224.250,192.121.80.23,193.110.13.152,194.68.123.246,194.68.128.246
sto1|12597,192.121.80.173,193.110.13.90,194.68.123.247,194.68.128.247
sto1|44020,194.68.123.250,194.68.128.250
sto1|205970,195.69.119.11
sto1|1880,194.68.123.26,195.69.119.34
sto1|41095,195.69.119.77
sto1|35706,194.68.123.153,194.68.128.153,195.69.119.153
sto1|31027,195.69.119.22,195.245.240.22
sto1|2603,194.68.123.24,194.68.128.24,195.69.119.24,195.245.240.24
sto1|24429,194.68.123.28,194.68.128.28,195.69.119.28,195.245.240.28
sto1|3292,194.68.123.41,194.68.128.41,195.69.119.41,195.245.240.41
sto1|16509,194.68.123.47,194.68.128.47,195.69.119.47,195.245.240.47
sto1|49770,192.121.80.241,194.68.123.60,194.68.128.60,195.245.240.60
sto1|8674,194.68.123.73,194.68.128.172,195.69.119.172,195.245.240.73
sto1|46489,194.68.123.83,194.68.128.83,195.69.119.83,195.245.240.83
sto1|59521,195.69.119.89,195.245.240.89
sto1|12552,194.68.123.92,194.68.128.92,195.69.119.92,195.245.240.92
sto1|45011,192.121.80.90,194.68.123.100,194.68.128.100,195.69.119.100,195.245.240.100
sto1|39642,194.68.123.110,195.245.240.110
sto1|33438,194.68.123.150,194.68.128.150,195.69.119.150,195.245.240.150
sto1|39651,192.121.80.24,192.121.80.25,194.68.123.156,194.68.128.156,195.69.119.156,195.245.240.156
sto1|2119,194.68.123.158,194.68.128.158,195.69.119.158,195.245.240.158
sto1|9201,195.69.119.162,195.245.240.162
sto1|3327,194.68.123.164,194.68.128.164,195.69.119.164,195.245.240.164
sto1|12578,194.68.123.177,194.68.128.177,195.69.119.177,195.245.240.177
sto1|39351,192.121.80.246,193.110.12.161,193.110.13.161,194.68.123.179,194.68.128.179,195.69.119.179,195.245.240.179
sto1|8075,178.18.225.38,194.68.123.181,194.68.128.181,195.69.119.181,195.245.240.181
